,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B9,B11,B12,AOT,WVP,SCL,TCI_R,TCI_G,TCI_B,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,date,longitude,latitude,cosVZA,cosSZA,cosRAA,QC,partition
577,116,135,0.0395,0.0199,0.071,0.2168,0.2531,2705,0.2822,2491,0.1237,0.0571,194,1710,4,21,41,14,0,0,0,0,0,1.63415E+12,-95.19277373,39.04330281,0.9925,0.6588,0.5378,0,3
578,84,130,0.0288,0.0168,0.0515,0.1467,0.1739,1883,0.1942,1832,0.0914,0.0433,58,587,4,18,30,14,0,0,0,0,0,1.6344E+12,-95.19346655,39.04328978,0.988,0.6516,-0.5121,0,3
579,84,130,0.0288,0.0168,0.0515,0.1467,0.1739,1883,0.1942,1832,0.0914,0.0433,58,587,4,18,30,14,0,0,0,0,0,1.6344E+12,-95.19346655,39.04328978,0.988,0.6516,-0.5121,0,3
580,80,146,0.0324,0.0195,0.0588,0.1695,0.205,2294,0.2315,2027,0.1016,0.0473,59,655,4,20,34,16,0,0,0,0,0,1.6344E+12,-95.19277373,39.04330281,0.988,0.6516,-0.5121,0,3
581,134,197,0.0366,0.0203,0.061,0.1669,0.1986,2143,0.22,2035,0.1107,0.055,57,1008,4,21,38,20,0,0,0,0,0,1.63458E+12,-95.19346655,39.04328978,0.9925,0.6357,0.5397,0,3
582,134,197,0.0366,0.0203,0.061,0.1669,0.1986,2143,0.22,2035,0.1107,0.055,57,1008,4,21,38,20,0,0,0,0,0,1.63458E+12,-95.19346655,39.04328978,0.9925,0.6357,0.5397,0,3
583,141,202,0.039,0.0218,0.0666,0.1879,0.2249,2461,0.2506,2196,0.1205,0.0585,57,1061,4,23,40,21,0,0,0,0,0,1.63458E+12,-95.19277373,39.04330281,0.9925,0.6357,0.5397,0,3
584,168,217,0.0386,0.0291,0.0672,0.1576,0.1846,2001,0.2084,1959,0.1022,0.0537,63,1103,4,30,40,23,0,0,0,0,0,1.63484E+12,-95.19346655,39.04328978,0.988,0.6283,-0.491,0,3
585,168,217,0.0386,0.0291,0.0672,0.1576,0.1846,2001,0.2084,1959,0.1022,0.0537,63,1103,4,30,40,23,0,0,0,0,0,1.63484E+12,-95.19346655,39.04328978,0.988,0.6283,-0.491,0,3
586,142,212,0.0397,0.03,0.0719,0.1787,0.2117,2290,0.2349,2080,0.1081,0.0574,63,1127,4,31,41,22,0,0,0,0,0,1.63484E+12,-95.19277373,39.04330281,0.988,0.6283,-0.491,0,3
587,90,192,0.0333,0.0205,0.0566,0.141,0.1676,1814,0.1878,1747,0.0895,0.0482,74,1371,4,22,35,20,0,0,0,0,0,1.6357E+12,-95.19346655,39.04328978,0.988,0.5826,-0.4774,0,3
588,90,192,0.0333,0.0205,0.0566,0.141,0.1676,1814,0.1878,1747,0.0895,0.0482,74,1371,4,22,35,20,0,0,0,0,0,1.6357E+12,-95.19346655,39.04328978,0.988,0.5826,-0.4774,0,3
589,99,205,0.0396,0.0268,0.0734,0.1659,0.1971,2156,0.2246,1894,0.1051,0.0549,74,1398,4,28,41,22,0,0,0,0,0,1.6357E+12,-95.19277373,39.04330281,0.988,0.5826,-0.4774,0,3
590,73,175,0.0313,0.0189,0.0527,0.1326,0.156,1690,0.1766,1718,0.0871,0.0467,80,1346,4,20,33,18,0,0,0,0,0,1.6357E+12,-95.19346655,39.04328978,0.9875,0.5826,-0.4822,0,3
591,73,175,0.0313,0.0189,0.0527,0.1326,0.156,1690,0.1766,1718,0.0871,0.0467,80,1346,4,20,33,18,0,0,0,0,0,1.6357E+12,-95.19346655,39.04328978,0.9875,0.5826,-0.4822,0,3
592,82,189,0.0374,0.0243,0.0707,0.1612,0.192,2106,0.2167,1878,0.1012,0.0521,80,1384,4,25,39,20,0,0,0,0,0,1.6357E+12,-95.19277373,39.04330281,0.9875,0.5826,-0.4822,0,3
593,1,1,0.0039,0.003,0.0333,0.1086,0.129,1484,0.1475,1463,0.0838,0.0458,194,348,4,4,5,1,0,0,0,0,0,1.63786E+12,-95.19346655,39.04328978,0.9881,0.4854,-0.4805,0,3
594,1,1,0.0039,0.003,0.0333,0.1086,0.129,1484,0.1475,1463,0.0838,0.0458,194,348,4,4,5,1,0,0,0,0,0,1.63786E+12,-95.19346655,39.04328978,0.9881,0.4854,-0.4805,0,3
595,1,1,0.0061,0.0087,0.038,0.1032,0.1235,1434,0.1456,1468,0.1011,0.0586,194,351,4,10,7,2,0,0,0,0,0,1.63786E+12,-95.19277373,39.04330281,0.9881,0.4854,-0.4805,0,3
596,1,1,0.0083,0.0042,0.0398,0.1232,0.1493,1604,0.1661,1700,0.1055,0.0627,194,1064,4,6,9,2,0,0,0,0,0,1.63803E+12,-95.19346655,39.04328978,0.9923,0.4728,0.5088,0,3
597,1,1,0.0083,0.0042,0.0398,0.1232,0.1493,1604,0.1661,1700,0.1055,0.0627,194,1064,4,6,9,2,0,0,0,0,0,1.63803E+12,-95.19346655,39.04328978,0.9923,0.4728,0.5088,0,3
598,1,1,0.0114,0.0126,0.0432,0.1139,0.1365,1514,0.1604,1660,0.1227,0.0757,194,1033,4,14,12,3,0,0,0,0,0,1.63803E+12,-95.19277373,39.04330281,0.9923,0.4728,0.5088,0,3
599,1,1,0.008,0.0058,0.0414,0.1264,0.1468,1553,0.1653,1693,0.1035,0.0599,194,1359,4,7,8,3,0,0,0,0,0,1.63847E+12,-95.19346655,39.04328978,0.9924,0.4593,0.4987,0,3
600,1,1,0.008,0.0058,0.0414,0.1264,0.1468,1553,0.1653,1693,0.1035,0.0599,194,1359,4,7,8,3,0,0,0,0,0,1.63847E+12,-95.19346655,39.04328978,0.9924,0.4593,0.4987,0,3
601,1,2,0.0094,0.0113,0.0446,0.1187,0.136,1494,0.1616,1672,0.1196,0.0712,194,1361,4,13,10,3,0,0,0,0,0,1.63847E+12,-95.19277373,39.04330281,0.9924,0.4593,0.4987,0,3
602,1,1,0.0076,0.0086,0.0414,0.1219,0.143,1607,0.1616,1691,0.1117,0.0671,194,646,4,12,9,2,0,0,0,0,0,1.63933E+12,-95.19277373,39.04330281,0.9923,0.4397,0.5094,0,3
603,1,1,0.0004,0.0019,0.0269,0.104,0.1255,1444,0.146,1527,0.082,0.05,194,570,4,3,1,1,0,0,0,0,0,1.64002E+12,-95.19346655,39.04328978,0.9881,0.4395,-0.5037,0,3
604,1,1,0.0004,0.0019,0.0269,0.104,0.1255,1444,0.146,1527,0.082,0.05,194,570,4,3,1,1,0,0,0,0,0,1.64002E+12,-95.19346655,39.04328978,0.9881,0.4395,-0.5037,0,3
605,1,1,0.0015,0.0038,0.0298,0.1008,0.1245,1433,0.1432,1477,0.0882,0.056,194,549,4,6,3,1,0,0,0,0,0,1.64002E+12,-95.19277373,39.04330281,0.9881,0.4395,-0.5037,0,3
606,1,1,0.0042,0.0043,0.0405,0.128,0.1461,1632,0.1665,1749,0.0995,0.0588,194,603,4,6,5,2,0,0,0,0,0,1.64019E+12,-95.19346655,39.04328978,0.9923,0.431,0.5283,0,3
607,1,1,0.0042,0.0043,0.0405,0.128,0.1461,1632,0.1665,1749,0.0995,0.0588,194,603,4,6,5,2,0,0,0,0,0,1.64019E+12,-95.19346655,39.04328978,0.9923,0.431,0.5283,0,3
608,1,2,0.0065,0.0074,0.0421,0.1211,0.1425,1620,0.1649,1703,0.1094,0.0658,194,579,4,10,9,2,0,0,0,0,0,1.64019E+12,-95.19277373,39.04330281,0.9923,0.431,0.5283,0,3
609,1,1,0.0005,0.0017,0.0287,0.1058,0.1231,1402,0.1434,1553,0.0832,0.0458,194,960,4,3,1,1,0,0,0,0,0,1.64045E+12,-95.19346655,39.04328978,0.9881,0.4387,-0.5249,0,3
610,1,1,0.0005,0.0017,0.0287,0.1058,0.1231,1402,0.1434,1553,0.0832,0.0458,194,960,4,3,1,1,0,0,0,0,0,1.64045E+12,-95.19346655,39.04328978,0.9881,0.4387,-0.5249,0,3
611,1,1,0.0012,0.0042,0.0337,0.1038,0.1236,1387,0.1462,1521,0.0922,0.0526,194,993,4,6,3,1,0,0,0,0,0,1.64045E+12,-95.19277373,39.04330281,0.9881,0.4387,-0.5249,0,3
612,1,1,0.0002,0.0019,0.026,0.1043,0.1219,1436,0.1453,1428,0.0703,0.0463,194,232,4,3,1,1,0,0,0,0,0,1.64175E+12,-95.19346655,39.04328978,0.9881,0.4535,-0.5438,0,3
613,1,1,0.0002,0.0019,0.026,0.1043,0.1219,1436,0.1453,1428,0.0703,0.0463,194,232,4,3,1,1,0,0,0,0,0,1.64175E+12,-95.19346655,39.04328978,0.9881,0.4535,-0.5438,0,3
614,1,1,0.0014,0.0039,0.0286,0.0987,0.1189,1401,0.1407,1379,0.0775,0.0535,194,216,4,5,3,2,0,0,0,0,0,1.64175E+12,-95.19277373,39.04330281,0.9881,0.4535,-0.5438,0,3
615,1,1,0.0007,0.0025,0.0302,0.1095,0.1289,1436,0.1512,1592,0.0888,0.0497,194,877,4,4,2,1,0,0,0,0,0,1.64304E+12,-95.19346655,39.04328978,0.9881,0.493,-0.5854,0,3
616,1,1,0.0007,0.0025,0.0302,0.1095,0.1289,1436,0.1512,1592,0.0888,0.0497,194,877,4,4,2,1,0,0,0,0,0,1.64304E+12,-95.19346655,39.04328978,0.9881,0.493,-0.5854,0,3
617,1,1,0.0022,0.0057,0.0333,0.1086,0.1256,1424,0.1488,1529,0.1006,0.0589,194,850,4,7,4,2,0,0,0,0,0,1.64304E+12,-95.19277373,39.04330281,0.9881,0.493,-0.5854,0,3
618,212,240,0.0282,0.0278,0.0573,0.1279,0.1459,1627,0.1665,1668,0.098,0.0633,63,419,4,29,29,25,0,0,0,0,0,1.64322E+12,-95.19346655,39.04328978,0.9923,0.4897,0.6134,0,3
619,212,240,0.0282,0.0278,0.0573,0.1279,0.1459,1627,0.1665,1668,0.098,0.0633,63,419,4,29,29,25,0,0,0,0,0,1.64322E+12,-95.19346655,39.04328978,0.9923,0.4897,0.6134,0,3
620,209,274,0.0316,0.0311,0.0584,0.1246,0.1406,1622,0.1631,1652,0.1088,0.0718,63,409,4,33,33,29,0,0,0,0,0,1.64322E+12,-95.19277373,39.04330281,0.9923,0.4897,0.6134,0,3
621,29,139,0.0211,0.0194,0.0444,0.1102,0.1274,1463,0.147,1490,0.0875,0.0532,52,415,4,21,22,15,0,0,0,0,0,1.64348E+12,-95.19346655,39.04328978,0.9882,0.5107,-0.5824,0,3
622,29,139,0.0211,0.0194,0.0444,0.1102,0.1274,1463,0.147,1490,0.0875,0.0532,52,415,4,21,22,15,0,0,0,0,0,1.64348E+12,-95.19346655,39.04328978,0.9882,0.5107,-0.5824,0,3
623,30,156,0.0232,0.0228,0.0475,0.1089,0.1253,1464,0.1446,1446,0.094,0.0599,52,398,4,24,24,16,0,0,0,0,0,1.64348E+12,-95.19277373,39.04330281,0.9882,0.5107,-0.5824,0,3
624,354,346,0.0484,0.0478,0.0767,0.149,0.1642,1848,0.1861,1888,0.1313,0.0854,92,359,4,49,50,35,0,0,0,0,0,1.64365E+12,-95.19346655,39.04328978,0.9923,0.5083,0.6081,0,3
625,354,346,0.0484,0.0478,0.0767,0.149,0.1642,1848,0.1861,1888,0.1313,0.0854,92,359,4,49,50,35,0,0,0,0,0,1.64365E+12,-95.19346655,39.04328978,0.9923,0.5083,0.6081,0,3
626,368,371,0.0495,0.0508,0.0799,0.1464,0.1656,1850,0.1867,1865,0.1408,0.0928,92,345,4,53,51,39,0,0,0,0,0,1.64365E+12,-95.19277373,39.04330281,0.9923,0.5083,0.6081,0,3
627,532,479,0.0541,0.0495,0.0736,0.1416,0.1603,1787,0.1762,1793,0.0603,0.0434,57,278,4,51,56,49,1,0,0,0,0,1.64391E+12,-95.19346655,39.04328978,0.9881,0.5306,-0.6025,0,3
628,532,479,0.0541,0.0495,0.0736,0.1416,0.1603,1787,0.1762,1793,0.0603,0.0434,57,278,4,51,56,49,1,0,0,0,0,1.64391E+12,-95.19346655,39.04328978,0.9881,0.5306,-0.6025,0,3
629,581,517,0.0554,0.0524,0.073,0.1395,0.158,1774,0.175,1799,0.0689,0.0495,57,317,5,54,57,53,0,0,0,0,0,1.64391E+12,-95.19277373,39.04330281,0.9881,0.5306,-0.6025,0,3
630,256,183,0.0279,0.0254,0.0599,0.1459,0.169,1872,0.1921,1928,0.0918,0.053,120,470,4,26,29,20,0,0,0,0,0,1.64408E+12,-95.19346655,39.04328978,0.9924,0.5284,0.6308,0,3
631,256,183,0.0279,0.0254,0.0599,0.1459,0.169,1872,0.1921,1928,0.0918,0.053,120,470,4,26,29,20,0,0,0,0,0,1.64408E+12,-95.19346655,39.04328978,0.9924,0.5284,0.6308,0,3
632,314,393,0.0433,0.0454,0.0769,0.143,0.1671,1855,0.1869,1876,0.1106,0.073,120,437,5,47,45,42,0,0,0,0,0,1.64408E+12,-95.19277373,39.04330281,0.9924,0.5284,0.6308,0,3
633,0,43,0.0136,0.0131,0.0405,0.1106,0.1276,1438,0.1447,1494,0.0831,0.052,114,578,4,14,14,5,0,0,0,0,0,1.64434E+12,-95.19346655,39.04328978,0.9881,0.5519,-0.6008,0,3
634,0,43,0.0136,0.0131,0.0405,0.1106,0.1276,1438,0.1447,1494,0.0831,0.052,114,578,4,14,14,5,0,0,0,0,0,1.64434E+12,-95.19346655,39.04328978,0.9881,0.5519,-0.6008,0,3
635,0,61,0.0162,0.0171,0.0429,0.1077,0.1271,1441,0.1457,1459,0.0923,0.0603,114,566,4,18,17,8,0,0,0,0,0,1.64434E+12,-95.19277373,39.04330281,0.9881,0.5519,-0.6008,0,3
636,68,116,0.0215,0.0222,0.0482,0.1143,0.1298,1482,0.1494,1472,0.0912,0.0521,57,231,4,23,23,12,0,0,0,0,0,1.64477E+12,-95.19346655,39.04328978,0.9882,0.5747,-0.6184,0,3
637,68,116,0.0215,0.0222,0.0482,0.1143,0.1298,1482,0.1494,1472,0.0912,0.0521,57,231,4,23,23,12,0,0,0,0,0,1.64477E+12,-95.19346655,39.04328978,0.9882,0.5747,-0.6184,0,3
638,82,139,0.0232,0.0246,0.0499,0.1133,0.1299,1478,0.1481,1451,0.1007,0.0605,57,223,4,26,24,15,0,0,0,0,0,1.64477E+12,-95.19277373,39.04330281,0.9882,0.5747,-0.6184,0,3
639,445,402,0.0438,0.0416,0.0697,0.1404,0.16,1782,0.1788,1804,0.0858,0.0576,69,289,4,43,45,41,0,0,0,0,0,1.64581E+12,-95.19346655,39.04328978,0.9923,0.6222,0.663,0,3
640,445,402,0.0438,0.0416,0.0697,0.1404,0.16,1782,0.1788,1804,0.0858,0.0576,69,289,4,43,45,41,0,0,0,0,0,1.64581E+12,-95.19346655,39.04328978,0.9923,0.6222,0.663,0,3
641,411,421,0.0456,0.0442,0.0731,0.1424,0.1623,1807,0.1824,1816,0.0881,0.0597,69,293,4,46,47,44,0,0,0,0,0,1.64581E+12,-95.19277373,39.04330281,0.9923,0.6222,0.663,0,3
642,116,122,0.0268,0.0251,0.0606,0.1345,0.1558,1680,0.1753,1822,0.123,0.0733,126,868,4,26,28,13,0,0,0,0,0,1.64624E+12,-95.19346655,39.04328978,0.9925,0.6474,0.6641,0,3
643,116,122,0.0268,0.0251,0.0606,0.1345,0.1558,1680,0.1753,1822,0.123,0.0733,126,868,4,26,28,13,0,0,0,0,0,1.64624E+12,-95.19346655,39.04328978,0.9925,0.6474,0.6641,0,3
644,125,134,0.028,0.0267,0.0611,0.1382,0.1565,1699,0.1768,1795,0.1337,0.0794,126,893,4,28,29,15,0,0,0,0,0,1.64624E+12,-95.19277373,39.04330281,0.9925,0.6474,0.6641,0,3
645,118,125,0.027,0.0254,0.0605,0.1343,0.1556,1680,0.1752,1799,0.1233,0.0734,126,869,4,27,28,13,0,0,0,0,0,1.64624E+12,-95.19346655,39.04328978,0.9927,0.6474,0.642,0,3
646,118,125,0.027,0.0254,0.0605,0.1343,0.1556,1680,0.1752,1799,0.1233,0.0734,126,869,4,27,28,13,0,0,0,0,0,1.64624E+12,-95.19346655,39.04328978,0.9927,0.6474,0.642,0,3
647,126,133,0.0279,0.0265,0.0612,0.1384,0.1566,1700,0.1768,1774,0.1331,0.0787,126,895,4,28,29,14,0,0,0,0,0,1.64624E+12,-95.19277373,39.04330281,0.9927,0.6474,0.642,0,3
648,715,618,0.0746,0.0681,0.1022,0.1792,0.1987,2162,0.2187,2219,0.0927,0.0602,103,429,4,70,76,64,1,0,0,0,0,1.64711E+12,-95.19346655,39.04328978,0.9924,0.6972,0.6719,1,3
649,715,618,0.0746,0.0681,0.1022,0.1792,0.1987,2162,0.2187,2219,0.0927,0.0602,103,429,4,70,76,64,1,0,0,0,0,1.64711E+12,-95.19346655,39.04328978,0.9924,0.6972,0.6719,1,3
650,723,662,0.0775,0.072,0.1087,0.1825,0.1998,2204,0.2171,2236,0.0974,0.0644,103,426,5,73,79,68,0,0,0,0,0,1.64711E+12,-95.19277373,39.04330281,0.9924,0.6972,0.6719,1,3
651,122,148,0.0267,0.025,0.057,0.1227,0.1417,1568,0.1613,1652,0.1064,0.0608,143,684,4,26,28,16,0,0,0,0,0,1.64736E+12,-95.19346655,39.04328978,0.988,0.7219,-0.6577,0,3
652,122,148,0.0267,0.025,0.057,0.1227,0.1417,1568,0.1613,1652,0.1064,0.0608,143,684,4,26,28,16,0,0,0,0,0,1.64736E+12,-95.19346655,39.04328978,0.988,0.7219,-0.6577,0,3
653,123,175,0.0286,0.0285,0.06,0.1239,0.143,1588,0.1643,1664,0.1186,0.0701,143,684,4,30,30,18,0,0,0,0,0,1.64736E+12,-95.19277373,39.04330281,0.988,0.7219,-0.6577,0,3
654,354,400,0.0512,0.0463,0.0863,0.1647,0.1905,2023,0.2127,2193,0.1545,0.0981,223,1351,4,48,53,41,0,0,0,0,0,1.64754E+12,-95.19346655,39.04328978,0.9924,0.7213,0.6922,0,3
655,354,400,0.0512,0.0463,0.0863,0.1647,0.1905,2023,0.2127,2193,0.1545,0.0981,223,1351,4,48,53,41,0,0,0,0,0,1.64754E+12,-95.19346655,39.04328978,0.9924,0.7213,0.6922,0,3
656,348,417,0.0526,0.0502,0.0886,0.1651,0.1881,2027,0.2127,2160,0.1647,0.1058,223,1340,4,52,54,43,0,0,0,0,0,1.64754E+12,-95.19277373,39.04330281,0.9924,0.7213,0.6922,0,3
657,95,189,0.0297,0.0266,0.0583,0.1258,0.1464,1615,0.1656,1701,0.1134,0.0709,132,757,4,28,31,20,0,0,0,0,0,1.6478E+12,-95.19346655,39.04328978,0.988,0.7454,-0.6525,0,3
658,95,189,0.0297,0.0266,0.0583,0.1258,0.1464,1615,0.1656,1701,0.1134,0.0709,132,757,4,28,31,20,0,0,0,0,0,1.6478E+12,-95.19346655,39.04328978,0.988,0.7454,-0.6525,0,3
659,93,211,0.0303,0.0293,0.0602,0.1259,0.1474,1642,0.1666,1693,0.1205,0.0754,131,764,4,31,31,22,0,0,0,0,0,1.6478E+12,-95.19277373,39.04330281,0.988,0.7454,-0.6525,0,3
660,16,89,0.0252,0.0196,0.063,0.1475,0.1679,1818,0.1886,1932,0.1306,0.0816,245,1016,4,21,26,10,0,0,0,0,0,1.6484E+12,-95.19346655,39.04328978,0.9923,0.7672,0.7048,0,3
661,16,89,0.0252,0.0196,0.063,0.1475,0.1679,1818,0.1886,1932,0.1306,0.0816,245,1016,4,21,26,10,0,0,0,0,0,1.6484E+12,-95.19346655,39.04328978,0.9923,0.7672,0.7048,0,3
662,21,109,0.0262,0.023,0.0645,0.1447,0.1698,1824,0.1896,1898,0.14,0.0873,245,1010,4,24,27,12,0,0,0,0,0,1.6484E+12,-95.19277373,39.04330281,0.9923,0.7672,0.7048,0,3
663,263,305,0.045,0.0378,0.0771,0.1547,0.1758,1944,0.1969,2028,0.1435,0.0889,52,501,4,40,47,32,0,0,0,0,0,1.64927E+12,-95.19346655,39.04328978,0.9924,0.8085,0.7213,0,3
664,263,305,0.045,0.0378,0.0771,0.1547,0.1758,1944,0.1969,2028,0.1435,0.0889,52,501,4,40,47,32,0,0,0,0,0,1.64927E+12,-95.19346655,39.04328978,0.9924,0.8085,0.7213,0,3
665,277,325,0.0459,0.0408,0.0794,0.1547,0.1749,1965,0.1994,2025,0.1508,0.096,52,504,4,42,48,34,0,0,0,0,0,1.64927E+12,-95.19277373,39.04330281,0.9924,0.8085,0.7213,0,3
666,172,254,0.0352,0.0302,0.062,0.1255,0.1462,1622,0.163,1655,0.1134,0.0716,92,502,4,31,37,26,0,0,0,0,0,1.64952E+12,-95.19346655,39.04328978,0.9881,0.8288,-0.6766,0,3
667,172,254,0.0352,0.0302,0.062,0.1255,0.1462,1622,0.163,1655,0.1134,0.0716,92,502,4,31,37,26,0,0,0,0,0,1.64952E+12,-95.19346655,39.04328978,0.9881,0.8288,-0.6766,0,3
668,170,254,0.0366,0.0319,0.0624,0.1262,0.1462,1634,0.1652,1664,0.1197,0.0776,92,517,4,33,38,27,0,0,0,0,0,1.64952E+12,-95.19277373,39.04330281,0.9881,0.8288,-0.6766,0,3
669,194,221,0.0362,0.0298,0.0615,0.1311,0.1515,1683,0.168,1704,0.1136,0.0664,57,310,4,31,38,23,0,0,0,0,0,1.64996E+12,-95.19346655,39.04328978,0.9881,0.8462,-0.694,0,3
670,194,221,0.0362,0.0298,0.0615,0.1311,0.1515,1683,0.168,1704,0.1136,0.0664,57,310,4,31,38,23,0,0,0,0,0,1.64996E+12,-95.19346655,39.04328978,0.9881,0.8462,-0.694,0,3
671,199,239,0.0373,0.0321,0.0645,0.1326,0.1531,1709,0.1699,1685,0.1231,0.073,57,306,4,33,39,25,0,0,0,0,0,1.64996E+12,-95.19277373,39.04330281,0.9881,0.8462,-0.694,0,3
672,280,353,0.0509,0.0449,0.0834,0.1564,0.1788,1937,0.1996,2056,0.1452,0.0987,359,928,4,46,52,37,1,0,0,0,0,1.65039E+12,-95.19346655,39.04328978,0.9881,0.8619,-0.6925,0,3
673,280,353,0.0509,0.0449,0.0834,0.1564,0.1788,1937,0.1996,2056,0.1452,0.0987,359,928,4,46,52,37,1,0,0,0,0,1.65039E+12,-95.19346655,39.04328978,0.9881,0.8619,-0.6925,0,3
674,269,372,0.0521,0.0491,0.0868,0.1563,0.1795,1939,0.2002,2030,0.1542,0.104,359,932,4,51,54,39,1,0,0,0,0,1.65039E+12,-95.19277373,39.04330281,0.9881,0.8619,-0.6925,0,3
675,396,386,0.0591,0.0512,0.0925,0.1748,0.1955,2090,0.2162,2217,0.1677,0.1062,211,940,4,53,61,40,0,0,0,0,0,1.65056E+12,-95.19346655,39.04328978,0.9924,0.8595,0.743,0,3
676,396,386,0.0591,0.0512,0.0925,0.1748,0.1955,2090,0.2162,2217,0.1677,0.1062,211,940,4,53,61,40,0,0,0,0,0,1.65056E+12,-95.19346655,39.04328978,0.9924,0.8595,0.743,0,3
677,413,405,0.0599,0.0525,0.0942,0.1754,0.1968,2124,0.2201,2215,0.1753,0.1121,211,940,4,54,62,42,0,0,0,0,0,1.65056E+12,-95.19277373,39.04330281,0.9924,0.8595,0.743,0,3
678,176,218,0.038,0.0287,0.0636,0.137,0.158,1706,0.1779,1819,0.1156,0.065,132,909,4,30,39,23,0,0,0,0,0,1.65082E+12,-95.19346655,39.04328978,0.9881,0.8763,-0.7118,0,3
679,176,218,0.038,0.0287,0.0636,0.137,0.158,1706,0.1779,1819,0.1156,0.065,132,909,4,30,39,23,0,0,0,0,0,1.65082E+12,-95.19346655,39.04328978,0.9881,0.8763,-0.7118,0,3
680,182,234,0.0397,0.031,0.0654,0.139,0.1611,1750,0.1831,1822,0.1245,0.0729,131,921,4,32,41,24,0,0,0,0,0,1.65082E+12,-95.19277373,39.04330281,0.9881,0.8763,-0.7118,0,3
681,245,315,0.0494,0.038,0.0793,0.1657,0.1894,2100,0.2125,2191,0.1512,0.0928,183,511,4,39,51,33,0,0,0,0,0,1.65099E+12,-95.19346655,39.04328978,0.9923,0.8731,0.7596,0,3
682,245,315,0.0494,0.038,0.0793,0.1657,0.1894,2100,0.2125,2191,0.1512,0.0928,183,511,4,39,51,33,0,0,0,0,0,1.65099E+12,-95.19346655,39.04328978,0.9923,0.8731,0.7596,0,3
683,262,333,0.05,0.0393,0.0813,0.1661,0.1934,2135,0.2154,2186,0.1557,0.097,183,520,4,41,51,35,0,0,0,0,0,1.65099E+12,-95.19277373,39.04330281,0.9923,0.8731,0.7596,0,3
684,319,322,0.0553,0.0414,0.0868,0.1799,0.203,2173,0.2244,2332,0.1499,0.0891,154,862,4,43,57,33,0,0,0,0,0,1.65143E+12,-95.19346655,39.04328978,0.9923,0.8855,0.7615,0,3
685,319,322,0.0553,0.0414,0.0868,0.1799,0.203,2173,0.2244,2332,0.1499,0.0891,154,862,4,43,57,33,0,0,0,0,0,1.65143E+12,-95.19346655,39.04328978,0.9923,0.8855,0.7615,0,3
686,335,347,0.0573,0.0454,0.0908,0.1832,0.2074,2231,0.2306,2339,0.1593,0.0958,154,884,4,47,59,36,0,0,0,0,0,1.65143E+12,-95.19277373,39.04330281,0.9923,0.8855,0.7615,0,3
687,244,323,0.05,0.0353,0.0765,0.1593,0.1863,1932,0.2038,2036,0.1223,0.0712,103,2001,4,37,52,34,0,0,0,0,0,1.65212E+12,-95.19346655,39.04328978,0.9881,0.9095,-0.7411,0,3
688,244,323,0.05,0.0353,0.0765,0.1593,0.1863,1932,0.2038,2036,0.1223,0.0712,103,2001,4,37,52,34,0,0,0,0,0,1.65212E+12,-95.19346655,39.04328978,0.9881,0.9095,-0.7411,0,3
689,249,353,0.053,0.0382,0.0835,0.1695,0.1965,2064,0.2168,2091,0.1312,0.0764,103,2061,4,40,55,37,0,0,0,0,0,1.65212E+12,-95.19277373,39.04330281,0.9881,0.9095,-0.7411,0,3
690,242,308,0.0585,0.0304,0.0922,0.231,0.2685,2779,0.2925,2793,0.1495,0.0774,97,1543,4,32,60,32,0,0,0,0,0,1.65272E+12,-95.19346655,39.04328978,0.9924,0.9127,0.8176,0,3
691,242,308,0.0585,0.0304,0.0922,0.231,0.2685,2779,0.2925,2793,0.1495,0.0774,97,1543,4,32,60,32,0,0,0,0,0,1.65272E+12,-95.19346655,39.04328978,0.9924,0.9127,0.8176,0,3
692,245,318,0.062,0.0306,0.0998,0.2553,0.2986,3126,0.3241,2973,0.157,0.0812,97,1616,4,32,63,33,0,0,0,0,0,1.65272E+12,-95.19277373,39.04330281,0.9924,0.9127,0.8176,0,3
693,198,216,0.0423,0.0221,0.0682,0.1939,0.2297,2343,0.2458,2364,0.112,0.053,92,1915,4,23,44,23,0,0,0,0,0,1.65428E+12,-95.19346655,39.04328978,0.9881,0.9372,-0.8239,0,3
694,198,216,0.0423,0.0221,0.0682,0.1939,0.2297,2343,0.2458,2364,0.112,0.053,92,1915,4,23,44,23,0,0,0,0,0,1.65428E+12,-95.19346655,39.04328978,0.9881,0.9372,-0.8239,0,3
695,201,217,0.0442,0.0227,0.0735,0.2219,0.2707,2773,0.2903,2627,0.1229,0.0565,92,2089,4,24,46,23,0,0,0,0,0,1.65428E+12,-95.19277373,39.04330281,0.9881,0.9372,-0.8239,0,3
696,224,245,0.046,0.026,0.0725,0.1985,0.2418,2423,0.2646,2649,0.1244,0.0592,188,2408,4,27,47,26,0,0,0,0,0,1.65514E+12,-95.19346655,39.04328978,0.988,0.9402,-0.8472,0,3
697,224,245,0.046,0.026,0.0725,0.1985,0.2418,2423,0.2646,2649,0.1244,0.0592,188,2408,4,27,47,26,0,0,0,0,0,1.65514E+12,-95.19346655,39.04328978,0.988,0.9402,-0.8472,0,3
698,210,241,0.0469,0.0256,0.0755,0.2356,0.2939,2918,0.3148,2937,0.1343,0.0615,188,2753,4,27,48,25,0,0,0,0,0,1.65514E+12,-95.19277373,39.04330281,0.988,0.9402,-0.8472,0,3
