,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_B10,ST_ATRAN,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,QA_PIXEL,QA_RADSAT,date,longitude,latitude,cosVZA,cosSZA,cosRAA,QC
13,7971,8501,0.06383499999999998,0.06980249999999999,0.18555,0.1593425,0.11053000000000002,224,36159,9468,25,150,9809,124,526,5970,257,21824,0,1523120400385,-95.19312850137773,39.04356643710927,0.9996,0.7977000000000001,0,0
14,7992,8107,0.03971749999999999,0.03476750000000001,0.17895,0.11718499999999998,0.06721749999999999,96,43455,8673,626,442,9835,124,224,8743,835,21824,0,1524502790981,-95.193458197279,39.04301963967769,0.9996,0.8510000000000001,0,0
15,8053,8194,0.04241249999999999,0.040927500000000006,0.17867500000000003,0.13943250000000001,0.08055499999999999,96,43374,8674,628,442,9829,124,224,8706,834,21824,0,1524502790981,-95.19311178851369,39.04302615670592,0.9996,0.8510000000000001,0,0
16,7750,7941,0.037077499999999985,0.031192499999999984,0.1794175,0.115645,0.06292750000000003,96,43405,8674,628,442,9837,124,224,8725,834,21824,0,1524502790981,-95.19346655497225,39.04328977982397,0.9996,0.8510000000000001,0,0
17,7953,8174,0.041917499999999996,0.04224749999999999,0.17655749999999998,0.14416250000000003,0.0869625,66,43379,8674,630,442,9827,124,224,8706,834,21824,0,1524502790981,-95.19312014488959,39.04329629691462,0.9996,0.8510000000000001,0,0
18,7789,7978,0.040047499999999986,0.0358675,0.182195,0.12680999999999998,0.07246999999999998,96,43357,8674,632,442,9828,79,216,8698,834,21824,0,1524502790981,-95.1927737346947,39.04330281297735,0.9996,0.8510000000000001,0,0
19,7753,7951,0.03814999999999999,0.0322925,0.1903625,0.1134175,0.06328499999999998,96,43493,8674,631,442,9839,124,224,8762,834,21824,0,1524502790981,-95.19347491277773,39.04355991995622,0.9996,0.8510000000000001,0,0
20,7957,8162,0.04425499999999999,0.0446675,0.1768325,0.15494249999999998,0.09372750000000002,96,43499,8674,633,442,9825,124,224,8754,834,21824,0,1524502790981,-95.19312850137773,39.04356643710927,0.9996,0.8510000000000001,0,0
21,7730,7893,0.0385075,0.028002499999999986,0.19220500000000001,0.10940250000000001,0.056327499999999975,96,45393,7732,691,856,9843,124,223,9536,1749,21824,0,1525885181730,-95.193458197279,39.04301963967769,0.9996,0.8879,0,0
22,7755,7924,0.045217499999999994,0.0325675,0.21879749999999998,0.12224499999999999,0.06072749999999999,96,45359,7733,692,856,9845,124,223,9524,1748,21824,0,1525885181730,-95.19311178851369,39.04302615670592,0.9996,0.8879,0,0
23,7679,7867,0.0383425,0.027645000000000003,0.1976775,0.11053000000000002,0.056520000000000015,96,45418,7733,693,856,9844,124,223,9546,1748,21824,0,1525885181730,-95.19346655497225,39.04328977982397,0.9996,0.8879,0,0
24,7762,8007,0.05544749999999998,0.03966249999999999,0.2514125,0.1410825,0.0709575,66,45397,7733,695,856,9845,124,223,9538,1748,21824,0,1525885181730,-95.19312014488959,39.04329629691462,0.9996,0.8879,0,0
25,7681,7894,0.04111999999999999,0.02984500000000001,0.20185750000000002,0.12133749999999999,0.06262499999999999,96,45401,7734,697,855,9839,79,214,9535,1748,21824,0,1525885181730,-95.1927737346947,39.04330281297735,0.9996,0.8879,0,0
26,7692,7884,0.040569999999999995,0.02739749999999999,0.21720250000000002,0.11468250000000002,0.05709750000000002,96,45491,7733,695,856,9849,124,223,9578,1748,21824,0,1525885181730,-95.19347491277773,39.04355991995622,0.9996,0.8879,0,0
27,7810,7994,0.05426500000000001,0.036335000000000006,0.2508075,0.1377275,0.06771250000000001,96,45465,7733,697,856,9848,124,223,9567,1748,21824,0,1525885181730,-95.19312850137773,39.04356643710927,0.9996,0.8879,0,0
28,7783,7950,0.0415875,0.0294325,0.210575,0.11314249999999998,0.0567125,96,46964,5857,438,1626,9847,124,272,9961,3585,21824,0,1528649967082,-95.193458197279,39.04301963967769,0.9996,0.9172,0,0
29,7712,7870,0.03933249999999999,0.025224999999999997,0.2700025,0.12139250000000001,0.05297249999999998,96,46961,5859,435,1626,9861,124,272,9967,3584,21824,0,1528649967082,-95.19311178851369,39.04302615670592,0.9996,0.9172,0,0
30,7860,8013,0.041779999999999984,0.03006500000000001,0.222455,0.11814750000000002,0.05720750000000002,96,47087,5859,440,1626,9850,124,272,9999,3584,21824,0,1528649967082,-95.19346655497225,39.04328977982397,0.9996,0.9172,0,0
31,7813,7945,0.04211000000000001,0.0265725,0.30039,0.1314575,0.05440250000000002,96,47057,5859,438,1626,9865,124,272,9998,3584,21824,0,1528649967082,-95.19312014488959,39.04329629691462,0.9996,0.9172,0,0
32,7790,7984,0.042440000000000005,0.030120000000000008,0.24407,0.132805,0.06193749999999998,96,47091,5860,435,1625,9850,79,266,10001,3582,21824,0,1528649967082,-95.1927737346947,39.04330281297735,0.9996,0.9172,0,0
33,7918,8044,0.04268749999999999,0.02979000000000001,0.236425,0.11965999999999999,0.054952500000000015,96,47192,5858,442,1626,9853,124,272,10033,3584,21824,0,1528649967082,-95.19347491277773,39.04355991995622,0.9996,0.9172,0,0
34,7803,7951,0.0418625,0.0266275,0.29621000000000003,0.12546249999999998,0.054127499999999995,96,47138,5859,440,1626,9864,124,272,10023,3584,21824,0,1528649967082,-95.19312850137773,39.04356643710927,0.9996,0.9172,0,0
35,7730,7912,0.04128499999999999,0.029212500000000002,0.22105249999999999,0.11713000000000001,0.055584999999999996,160,47435,5531,48,1743,9846,124,421,10000,3843,21824,0,1531414785914,-95.193458197279,39.04301963967769,0.9996,0.9046000000000001,0,0
36,7678,7861,0.041559999999999986,0.02593999999999999,0.277785,0.12554500000000002,0.05269750000000001,130,47413,5533,47,1743,9857,124,426,10000,3842,21824,0,1531414785914,-95.19311178851369,39.04302615670592,0.9996,0.9046000000000001,0,0
37,7737,7947,0.04230249999999999,0.029267500000000002,0.22682750000000002,0.11861500000000003,0.056410000000000016,160,47472,5533,46,1743,9847,124,435,10011,3842,21824,0,1531414785914,-95.19346655497225,39.04328977982397,0.9996,0.9046000000000001,0,0
38,7732,7900,0.043017499999999986,0.027260000000000006,0.310015,0.13561,0.055117499999999986,160,47431,5533,45,1743,9861,124,441,10007,3842,21824,0,1531414785914,-95.19312014488959,39.04329629691462,0.9996,0.9046000000000001,0,0
39,7762,7926,0.04447499999999999,0.0293225,0.2694525,0.1386075,0.06023250000000002,160,47431,5534,44,1742,9850,79,442,10001,3840,21824,0,1531414785914,-95.1927737346947,39.04330281297735,0.9996,0.9046000000000001,0,0
40,7755,7946,0.043182499999999985,0.028469999999999995,0.2426125,0.12119999999999997,0.055145,160,47512,5533,43,1743,9851,124,449,10025,3842,21824,0,1531414785914,-95.19347491277773,39.04355991995622,0.9996,0.9046000000000001,0,0
41,7734,7917,0.04340250000000001,0.02693000000000001,0.34122749999999996,0.13668249999999998,0.05426500000000001,160,47469,5533,42,1743,9864,124,455,10020,3842,21824,0,1531414785914,-95.19312850137773,39.04356643710927,0.9996,0.9046000000000001,0,0
42,7686,7849,0.03886500000000001,0.025582500000000008,0.21453500000000003,0.10901749999999999,0.05280750000000001,130,44905,5752,665,1481,9845,124,275,8911,3250,21824,0,1532797192544,-95.193458197279,39.04301963967769,0.9996,0.8858,0,0
43,7682,7813,0.038534999999999986,0.02250250000000001,0.2724775,0.1165525,0.0502225,160,44873,5753,668,1481,9857,124,275,8907,3249,21824,0,1532797192544,-95.19311178851369,39.04302615670592,0.9996,0.8858,0,0
44,7692,7876,0.04073499999999999,0.026379999999999987,0.2207225,0.11086000000000001,0.05264249999999998,160,44953,5753,667,1481,9846,124,275,8925,3249,21824,0,1532797192544,-95.19346655497225,39.04328977982397,0.9996,0.8858,0,0
45,7707,7841,0.04100999999999999,0.024565000000000003,0.297365,0.1273875,0.05242249999999998,160,44877,5753,670,1481,9859,124,275,8910,3249,21824,0,1532797192544,-95.19312014488959,39.04329629691462,0.9996,0.8858,0,0
46,7739,7876,0.04246749999999999,0.0264625,0.282735,0.12590249999999997,0.05676749999999997,160,44920,5754,672,1480,9853,79,269,8919,3248,21824,0,1532797192544,-95.1927737346947,39.04330281297735,0.9996,0.8858,0,0
47,7722,7898,0.042137499999999994,0.0265175,0.24792000000000003,0.11130000000000001,0.05124000000000001,160,45038,5753,669,1480,9852,124,275,8951,3249,21824,0,1532797192544,-95.19347491277773,39.04355991995622,0.9996,0.8858,0,0
48,7683,7877,0.040872500000000006,0.024785,0.30597250000000004,0.12956,0.05159750000000002,160,44937,5753,671,1481,9861,124,275,8927,3249,21824,0,1532797192544,-95.19312850137773,39.04356643710927,0.9996,0.8858,0,0
49,7670,7820,0.037847500000000006,0.024455000000000005,0.21384750000000002,0.10827500000000001,0.0504425,66,45957,5369,51,1685,9848,124,423,9303,3735,21824,0,1534179602029,-95.193458197279,39.04301963967769,0.9996,0.8579,0,0
50,7655,7797,0.038122500000000004,0.02233750000000001,0.2678575,0.11976999999999999,0.04890249999999999,96,45961,5370,53,1685,9859,124,422,9309,3734,21824,0,1534179602029,-95.19311178851369,39.04302615670592,0.9996,0.8579,0,0
51,7748,7909,0.03982749999999999,0.025279999999999997,0.218275,0.1084675,0.05019499999999999,96,46016,5370,53,1685,9849,124,421,9319,3734,21824,0,1534179602029,-95.19346655497225,39.04328977982397,0.9996,0.8579,0,0
52,7744,7848,0.04037750000000001,0.0233275,0.3117475,0.1298625,0.052395000000000025,96,46000,5370,55,1685,9863,124,420,9322,3734,21824,0,1534179602029,-95.19312014488959,39.04329629691462,0.9996,0.8579,0,0
53,7738,7880,0.0412025,0.02604999999999999,0.26904,0.12395,0.05404500000000001,96,46041,5371,57,1684,9853,79,415,9328,3733,21824,0,1534179602029,-95.1927737346947,39.04330281297735,0.9996,0.8579,0,0
54,7882,7980,0.04128499999999999,0.024867499999999987,0.24588500000000002,0.11273,0.04934250000000001,96,46100,5370,56,1685,9854,124,420,9345,3734,21824,0,1534179602029,-95.19347491277773,39.04355991995622,0.9996,0.8579,0,0
55,7840,7916,0.040404999999999996,0.023684999999999984,0.31826499999999996,0.13594,0.0533575,96,46077,5370,58,1685,9864,124,419,9343,3734,21824,0,1534179602029,-95.19312850137773,39.04356643710927,0.9996,0.8579,0,0
56,7562,7695,0.025719999999999993,0.0175525,0.1557675,0.07310250000000001,0.0356475,96,40179,9135,464,296,9845,124,224,7549,554,21824,0,1539709227766,-95.193458197279,39.04301963967769,0.9997,0.6365000000000001,0,0
57,7645,7708,0.0293225,0.019147499999999984,0.2164875,0.08770499999999998,0.03966249999999999,96,40144,9136,464,295,9857,124,224,7543,553,21824,0,1539709227766,-95.19311178851369,39.04302615670592,0.9997,0.6365000000000001,0,0
58,7638,7717,0.026654999999999984,0.017937499999999995,0.1706725,0.07522000000000001,0.037599999999999995,66,40189,9135,467,295,9848,124,224,7555,553,21824,0,1539709227766,-95.19346655497225,39.04328977982397,0.9997,0.6365000000000001,0,0
59,7717,7761,0.03432750000000001,0.02156749999999999,0.2720925,0.11130000000000001,0.04901249999999999,96,40154,9135,467,295,9863,124,224,7551,553,21824,0,1539709227766,-95.19312014488959,39.04329629691462,0.9997,0.6365000000000001,0,0
