,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_B10,ST_ATRAN,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,QA_PIXEL,QA_RADSAT,date,longitude,latitude,cosVZA,cosSZA,cosRAA,partition,ID,PLOT_ID,Date
10,0.02530750000000001,0.028167499999999984,0.05107499999999998,0.046235,0.20433250000000003,0.15849000000000002,0.08646749999999997,96.0,43952.0,8227.0,55.0,651.0,9779.0,139.0,365.0,8953.0,1295.0,21824.0,0.0,1628628157325.0,-155.3114019265811,19.55385547956493,0.9925,0.9052,0.9759000000000001,6.0,97,PUUM_039,9/8/2021
11,0.02401500000000001,0.028414999999999996,0.05170750000000002,0.046207499999999985,0.20821,0.1607175,0.08533999999999997,96.0,44006.0,8223.0,57.0,653.0,9781.0,139.0,363.0,8976.0,1298.0,21824.0,0.0,1628628157325.0,-155.31111616502855,19.553859138954518,0.9925,0.9052,0.9759000000000001,6.0,97,PUUM_039,9/8/2021
12,0.022804999999999992,0.027370000000000005,0.049947500000000006,0.04381499999999999,0.19872250000000002,0.14606000000000002,0.07887749999999999,96.0,44027.0,8220.0,55.0,654.0,9796.0,134.0,363.0,8994.0,1301.0,21824.0,0.0,1628628157325.0,-155.3108304034117,19.55386279789256,0.9925,0.9052,0.9758,6.0,97,PUUM_039,9/8/2021
13,0.020604999999999984,0.024922499999999986,0.045052499999999995,0.039635000000000004,0.19187500000000002,0.14193499999999998,0.0751925,96.0,44677.0,8225.0,57.0,652.0,9429.0,174.0,370.0,8974.0,1297.0,21824.0,0.0,1628628157325.0,-155.31112002507373,19.55413003141315,0.9925,0.9052,0.9759000000000001,6.0,97,PUUM_039,9/8/2021
0,0.0204125,0.025087499999999985,0.05575000000000002,0.03595000000000001,0.41448750000000006,0.19646750000000002,0.0770075,224.0,44121.0,4875.0,54.0,1844.0,9865.0,102.0,442.0,8847.0,4225.0,21824.0,0.0,1628781986921.0,-71.2856312811232,44.06498001937077,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
1,0.020274999999999987,0.02453749999999999,0.054649999999999976,0.028744999999999993,0.40887750000000006,0.1817825,0.06862000000000001,224.0,44100.0,4871.0,51.0,1845.0,9868.0,109.0,445.0,8843.0,4229.0,21824.0,0.0,1628781986921.0,-71.28601596887044,44.06524241396242,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
2,0.019862500000000005,0.024042499999999994,0.05225750000000001,0.028854999999999992,0.395155,0.17600749999999998,0.06765749999999998,194.0,44114.0,4869.0,51.0,1846.0,9866.0,89.0,443.0,8846.0,4231.0,21824.0,0.0,1628781986921.0,-71.28564167109495,44.06524990630144,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
3,0.020274999999999987,0.024620000000000003,0.05223,0.029294999999999988,0.40296499999999996,0.18486249999999999,0.0710675,224.0,44120.0,4867.0,51.0,1847.0,9866.0,89.0,443.0,8847.0,4233.0,21824.0,0.0,1628781986921.0,-71.28526737317448,44.06525739741526,0.9958,0.8265,0.7523000000000001,6.0,98,BART_041,9/8/2021
4,0.02082500000000001,0.024675000000000002,0.05124000000000001,0.028249999999999997,0.3946325,0.17353249999999998,0.06498999999999999,160.0,44111.0,4867.0,48.0,1847.0,9867.0,109.0,456.0,8845.0,4233.0,21824.0,0.0,1628781986921.0,-71.28602636068506,44.065512300808194,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
5,0.018735,0.022777500000000006,0.052092499999999986,0.029212500000000002,0.401975,0.1834325,0.06930750000000002,224.0,44126.0,4863.0,48.0,1848.0,9866.0,89.0,455.0,8849.0,4236.0,21824.0,0.0,1628781986921.0,-71.28565206121168,44.06551979321736,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
6,0.019092499999999984,0.023217500000000002,0.0507725,0.027755000000000002,0.396805,0.18048999999999998,0.06886750000000003,224.0,44136.0,4861.0,48.0,1849.0,9866.0,89.0,455.0,8851.0,4238.0,21824.0,0.0,1628781986921.0,-71.28527776159332,44.06552728440132,0.9958,0.8265,0.7524000000000001,6.0,98,BART_041,9/8/2021
7,0.02162249999999999,0.026544999999999985,0.05674000000000001,0.03776499999999999,0.41556,0.19718249999999998,0.07962000000000002,160.0,44151.0,4874.0,54.0,1844.0,9846.0,102.0,442.0,8847.0,4225.0,21824.0,0.0,1628782010808.0,-71.2856312811232,44.06498001937077,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
8,0.02390500000000001,0.027095000000000008,0.055337499999999984,0.0296525,0.40926250000000003,0.1833225,0.07051750000000001,160.0,44132.0,4870.0,51.0,1846.0,9849.0,109.0,445.0,8843.0,4229.0,21824.0,0.0,1628782010808.0,-71.28601596887044,44.06524241396242,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
9,0.020494999999999985,0.024922499999999986,0.05283500000000002,0.03001000000000001,0.39567749999999996,0.17820750000000002,0.06961,160.0,44147.0,4868.0,51.0,1846.0,9846.0,89.0,443.0,8846.0,4231.0,21824.0,0.0,1628782010808.0,-71.28564167109495,44.06524990630144,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
10,0.020192500000000002,0.02506,0.05261500000000002,0.030395000000000005,0.40456,0.18626500000000001,0.073295,160.0,44153.0,4866.0,51.0,1847.0,9846.0,89.0,443.0,8847.0,4233.0,21824.0,0.0,1628782010808.0,-71.28526737317448,44.06525739741526,0.9958,0.8265,0.7524000000000001,6.0,98,BART_041,9/8/2021
11,0.02530750000000001,0.028112499999999985,0.05242249999999998,0.029624999999999985,0.3953475,0.17389,0.066585,160.0,44142.0,4866.0,48.0,1847.0,9848.0,109.0,456.0,8845.0,4233.0,21824.0,0.0,1628782010808.0,-71.28602636068506,44.065512300808194,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
12,0.02099000000000001,0.024977499999999986,0.0532475,0.030945,0.401425,0.18368,0.07098500000000002,130.0,44159.0,4862.0,48.0,1849.0,9846.0,89.0,455.0,8849.0,4237.0,21824.0,0.0,1628782010808.0,-71.28565206121168,44.06551979321736,0.9958,0.8265,0.7524000000000001,5.0,98,BART_041,9/8/2021
13,0.0204125,0.02470249999999999,0.05159750000000002,0.02918499999999999,0.39625499999999997,0.18112250000000002,0.07065500000000002,160.0,44169.0,4860.0,48.0,1849.0,9846.0,89.0,455.0,8851.0,4239.0,21824.0,0.0,1628782010808.0,-71.28527776159332,44.06552728440132,0.9958,0.8265,0.7524000000000001,6.0,98,BART_041,9/8/2021
14,0.03187999999999999,0.0324025,0.05753750000000002,0.037902500000000006,0.43261,0.19754,0.08962999999999999,96.0,42853.0,7924.0,120.0,766.0,9852.0,102.0,321.0,8556.0,1537.0,21824.0,0.0,1628004754319.0,-71.2856312811232,44.06498001937077,0.9952000000000001,0.8531000000000001,0.0,5.0,98,BART_041,9/8/2021
15,0.031027499999999986,0.030037499999999995,0.052669999999999995,0.030615000000000003,0.4199325,0.1761725,0.07299250000000002,96.0,42807.0,7921.0,117.0,766.0,9855.0,109.0,324.0,8541.0,1539.0,21824.0,0.0,1628004754319.0,-71.28601596887044,44.06524241396242,0.9952000000000001,0.8531000000000001,0.0,5.0,98,BART_041,9/8/2021
16,0.030147499999999994,0.02901999999999999,0.049095,0.028194999999999998,0.39333999999999997,0.16778500000000002,0.06939000000000001,96.0,42823.0,7920.0,117.0,767.0,9852.0,89.0,322.0,8545.0,1540.0,21824.0,0.0,1628004754319.0,-71.28564167109495,44.06524990630144,0.9952000000000001,0.8531000000000001,0.0,5.0,98,BART_041,9/8/2021
17,0.028579999999999994,0.027755000000000002,0.048380000000000006,0.027205000000000007,0.406815,0.176915,0.07202999999999998,96.0,42848.0,7919.0,117.0,767.0,9854.0,89.0,322.0,8555.0,1541.0,21824.0,0.0,1628004754319.0,-71.28526737317448,44.06525739741526,0.9952000000000001,0.8531000000000001,0.0,6.0,98,BART_041,9/8/2021
18,0.031164999999999998,0.030862499999999987,0.05030499999999999,0.0294875,0.4013975,0.16737249999999998,0.06875749999999997,96.0,42802.0,7919.0,114.0,767.0,9854.0,109.0,326.0,8539.0,1541.0,21824.0,0.0,1628004754319.0,-71.28602636068506,44.065512300808194,0.9952000000000001,0.8531000000000001,0.0,5.0,98,BART_041,9/8/2021
19,0.030945,0.030972499999999986,0.050634999999999986,0.02990000000000001,0.41514750000000006,0.1793075,0.072855,96.0,42811.0,7917.0,114.0,768.0,9853.0,89.0,324.0,8541.0,1543.0,21824.0,0.0,1628004754319.0,-71.28565206121168,44.06551979321736,0.9952000000000001,0.8531000000000001,0.0,5.0,98,BART_041,9/8/2021
20,0.02890999999999999,0.028799999999999992,0.047967499999999996,0.027480000000000004,0.40755749999999996,0.1756775,0.07180999999999998,96.0,42824.0,7916.0,114.0,768.0,9854.0,89.0,324.0,8546.0,1544.0,21824.0,0.0,1628004754319.0,-71.28527776159332,44.06552728440132,0.9952000000000001,0.8531000000000001,0.0,6.0,98,BART_041,9/8/2021
0,0.015325000000000005,0.01865249999999999,0.036995,0.027755000000000002,0.19437749999999998,0.11817499999999997,0.0562725,96.0,43721.0,8283.0,9.0,630.0,9805.0,139.0,540.0,8887.0,1250.0,21824.0,0.0,1628628133417.0,-155.3162482576679,19.552980526384477,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
1,0.01859749999999999,0.020797499999999997,0.0383425,0.031439999999999996,0.1848075,0.126095,0.061744999999999994,96.0,43788.0,8278.0,12.0,632.0,9804.0,164.0,530.0,8913.0,1254.0,21824.0,0.0,1628628133417.0,-155.31596249863776,19.552984193285788,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
2,0.017717499999999997,0.021787499999999987,0.040679999999999994,0.03350249999999999,0.1903625,0.132585,0.06542999999999999,96.0,43858.0,8274.0,15.0,634.0,9803.0,164.0,517.0,8939.0,1257.0,21824.0,0.0,1628628133417.0,-155.31567673954325,19.55298785973558,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
3,0.016122499999999984,0.01988999999999999,0.03886500000000001,0.031082499999999985,0.21472750000000002,0.1227125,0.057730000000000004,96.0,44006.0,8283.0,9.0,630.0,9614.0,168.0,544.0,8859.0,1250.0,21824.0,0.0,1628628133417.0,-155.31625212609222,19.553251417883835,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
4,0.016122499999999984,0.019614999999999994,0.038122500000000004,0.032072500000000004,0.19806250000000003,0.1176525,0.058555000000000024,96.0,44028.0,8279.0,12.0,632.0,9631.0,152.0,529.0,8879.0,1253.0,21824.0,0.0,1628628133417.0,-155.31596636658588,19.55325508483997,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
5,0.013839999999999991,0.01628750000000001,0.0327325,0.028085,0.1692975,0.1052225,0.0504425,96.0,44066.0,8275.0,15.0,633.0,9631.0,152.0,516.0,8894.0,1256.0,21824.0,0.0,1628628133417.0,-155.31568060701514,19.553258751344583,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
6,0.011667499999999997,0.016259999999999997,0.0351525,0.030312499999999992,0.17763,0.0987325,0.04733499999999999,96.0,43974.0,8278.0,11.0,632.0,9631.0,152.0,535.0,8858.0,1254.0,21824.0,0.0,1628628133417.0,-155.31597023459838,19.553525976385302,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
7,0.015572499999999989,0.018845,0.037187499999999984,0.027892499999999987,0.1950925,0.11814750000000002,0.056162500000000004,96.0,43714.0,8283.0,9.0,630.0,9806.0,139.0,540.0,8885.0,1250.0,21824.0,0.0,1628628157325.0,-155.3162482576679,19.552980526384477,0.9924000000000001,0.9051,0.9761000000000001,3.0,99,PUUM_041,9/8/2021
8,0.018295000000000006,0.020604999999999984,0.0382875,0.03146750000000001,0.1849175,0.12623250000000003,0.06169000000000002,96.0,43786.0,8277.0,12.0,632.0,9804.0,164.0,530.0,8912.0,1254.0,21824.0,0.0,1628628157325.0,-155.31596249863776,19.552984193285788,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
9,0.016672500000000007,0.021045000000000008,0.04032250000000001,0.03325500000000001,0.18956499999999998,0.13217250000000003,0.06509999999999999,96.0,43856.0,8274.0,15.0,634.0,9803.0,164.0,517.0,8938.0,1257.0,21824.0,0.0,1628628157325.0,-155.31567673954325,19.55298785973558,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
10,0.01604,0.01988999999999999,0.03886500000000001,0.031137499999999985,0.21536,0.1232625,0.057867500000000016,96.0,44000.0,8283.0,9.0,630.0,9614.0,168.0,545.0,8857.0,1250.0,21824.0,0.0,1628628157325.0,-155.31625212609222,19.553251417883835,0.9924000000000001,0.9051,0.9761000000000001,3.0,99,PUUM_041,9/8/2021
11,0.016012499999999985,0.019614999999999994,0.03798499999999999,0.03198999999999999,0.19798,0.11707499999999998,0.05822499999999997,96.0,44026.0,8279.0,12.0,632.0,9631.0,152.0,529.0,8878.0,1253.0,21824.0,0.0,1628628157325.0,-155.31596636658588,19.55325508483997,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
12,0.01389499999999999,0.016479999999999995,0.032759999999999984,0.028085,0.16893999999999998,0.10461749999999997,0.05003000000000002,96.0,44059.0,8275.0,15.0,633.0,9631.0,152.0,516.0,8891.0,1256.0,21824.0,0.0,1628628157325.0,-155.31568060701514,19.553258751344583,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
13,0.012080000000000007,0.01634250000000001,0.034987500000000005,0.029982499999999995,0.1779325,0.097935,0.04705999999999999,96.0,43973.0,8277.0,11.0,632.0,9631.0,152.0,535.0,8858.0,1254.0,21824.0,0.0,1628628157325.0,-155.31597023459838,19.553525976385302,0.9924000000000001,0.9051,0.9760000000000001,3.0,99,PUUM_041,9/8/2021
0,0.052779999999999994,0.06551249999999997,0.09348000000000001,0.11589250000000001,0.25485,0.36578499999999997,0.228725,96.0,51159.0,6933.0,710.0,1167.0,9782.0,85.0,231.0,11524.0,2446.0,21824.0,0.0,1628443754222.0,-99.111089688229,47.16260448355673,0.9907,0.8223,0.0,8.0,100,DCFS_090,9/8/2021
1,0.056987500000000024,0.06897750000000002,0.097055,0.11858750000000001,0.2585075,0.37018500000000004,0.23738750000000003,96.0,51050.0,6931.0,713.0,1167.0,9792.0,78.0,229.0,11489.0,2447.0,21824.0,0.0,1628443754222.0,-99.1106938824982,47.162604866682834,0.9907,0.8223,0.0,8.0,100,DCFS_090,9/8/2021
2,0.055117499999999986,0.06452249999999998,0.08957500000000002,0.1076975,0.259745,0.35481250000000003,0.223445,96.0,50947.0,6927.0,715.0,1169.0,9799.0,78.0,229.0,11453.0,2451.0,21824.0,0.0,1628443754222.0,-99.11029807675925,47.16260524844145,0.9907,0.8223,0.0,10.0,100,DCFS_090,9/8/2021
3,0.05588749999999998,0.06933499999999998,0.09699999999999998,0.12059500000000001,0.2569675,0.37703250000000005,0.24049500000000001,96.0,51233.0,6933.0,712.0,1167.0,9779.0,85.0,231.0,11551.0,2446.0,21824.0,0.0,1628443754222.0,-99.11109025097244,47.1628744382599,0.9907,0.8223,0.0,8.0,100,DCFS_090,9/8/2021
4,0.056052500000000005,0.06831749999999998,0.09521249999999998,0.1193575,0.2569675,0.37477750000000004,0.23703000000000002,96.0,51128.0,6933.0,715.0,1167.0,9791.0,78.0,229.0,11520.0,2446.0,21824.0,0.0,1628443754222.0,-99.11069444323661,47.16287482138959,0.9907,0.8223,0.0,10.0,100,DCFS_090,9/8/2021
5,0.05734499999999998,0.06798749999999998,0.09364499999999998,0.11402250000000003,0.252595,0.370735,0.2356275,96.0,51052.0,6930.0,717.0,1168.0,9793.0,78.0,229.0,11490.0,2449.0,21824.0,0.0,1628443754222.0,-99.11029863549265,47.162875203151806,0.9907,0.8223,0.0,10.0,100,DCFS_090,9/8/2021
6,0.05756499999999998,0.07164500000000001,0.09898000000000001,0.12345499999999998,0.24992750000000002,0.38014,0.2478375,66.0,51246.0,6934.0,714.0,1166.0,9779.0,58.0,226.0,11557.0,2445.0,21824.0,0.0,1628443754222.0,-99.11109081372402,47.163144392950294,0.9907,0.8223,0.0,10.0,100,DCFS_090,9/8/2021
7,0.05591499999999999,0.06911499999999998,0.09675250000000002,0.12084250000000002,0.25265,0.37252250000000003,0.24310750000000003,96.0,51199.0,6934.0,716.0,1166.0,9778.0,101.0,234.0,11537.0,2445.0,21824.0,0.0,1628443754222.0,-99.11069500398315,47.163144776083584,0.9907,0.8223,0.0,10.0,100,DCFS_090,9/8/2021
8,0.055117499999999986,0.06798749999999998,0.09534999999999999,0.11674499999999999,0.24275000000000002,0.3688925,0.240715,96.0,51135.0,6933.0,719.0,1167.0,9777.0,101.0,234.0,11510.0,2446.0,21824.0,0.0,1628443754222.0,-99.11029919423414,47.16314515784938,0.9907,0.8223,0.0,10.0,100,DCFS_090,9/8/2021
0,0.017827499999999996,0.022887500000000005,0.050937500000000024,0.028002499999999986,0.3710925,0.16558499999999998,0.06389,224.0,44170.0,4901.0,66.0,1834.0,9870.0,86.0,432.0,8860.0,4200.0,21824.0,0.0,1628781986921.0,-71.28558972268593,44.063900471500595,0.9958,0.8265,0.7523000000000001,6.0,101,BART_034,9/8/2021
1,0.018707499999999988,0.023877499999999996,0.05272500000000002,0.02890999999999999,0.3785175,0.1718,0.06498999999999999,224.0,44156.0,4899.0,63.0,1835.0,9865.0,102.0,436.0,8855.0,4202.0,21824.0,0.0,1628781986921.0,-71.28597440306203,44.064162866431836,0.9958,0.8265,0.7524000000000001,6.0,101,BART_034,9/8/2021
2,0.017882499999999996,0.023217500000000002,0.053137500000000004,0.02849750000000001,0.38211999999999996,0.1716625,0.06496249999999998,224.0,44168.0,4895.0,63.0,1836.0,9866.0,102.0,436.0,8858.0,4206.0,21824.0,0.0,1628781986921.0,-71.2856001120778,44.064170358490266,0.9958,0.8265,0.7523000000000001,6.0,101,BART_034,9/8/2021
3,0.018735,0.023464999999999986,0.053769999999999984,0.028744999999999993,0.38860999999999996,0.17149750000000002,0.06446750000000001,224.0,44170.0,4893.0,63.0,1837.0,9866.0,102.0,436.0,8859.0,4207.0,21824.0,0.0,1628781986921.0,-71.28522582094861,44.06417784932354,0.9958,0.8265,0.7523000000000001,5.0,101,BART_034,9/8/2021
4,0.01931250000000001,0.023877499999999996,0.05564000000000002,0.029982499999999995,0.40742000000000006,0.19209500000000002,0.07293749999999999,224.0,44141.0,4891.0,60.0,1838.0,9867.0,102.0,438.0,8852.0,4209.0,21824.0,0.0,1628781986921.0,-71.28598479429664,44.06443275333661,0.9958,0.8265,0.7524000000000001,6.0,101,BART_034,9/8/2021
5,0.017717499999999997,0.023162500000000003,0.052505000000000024,0.028937500000000005,0.361385,0.16654750000000001,0.06537500000000002,194.0,44159.0,4889.0,60.0,1839.0,9863.0,102.0,438.0,8855.0,4211.0,21824.0,0.0,1628781986921.0,-71.28561050161463,44.064440245465185,0.9958,0.8265,0.7523000000000001,6.0,101,BART_034,9/8/2021
6,0.019862500000000005,0.02401500000000001,0.05575000000000002,0.029569999999999985,0.38481499999999996,0.1779325,0.06853749999999997,224.0,44155.0,4887.0,60.0,1839.0,9865.0,102.0,438.0,8855.0,4213.0,21824.0,0.0,1628781986921.0,-71.28523620878765,44.06444773636859,0.9958,0.8265,0.7523000000000001,5.0,101,BART_034,9/8/2021
7,0.018680000000000002,0.023932499999999995,0.05148750000000002,0.029239999999999988,0.370515,0.16613499999999998,0.0655675,130.0,44192.0,4900.0,66.0,1835.0,9856.0,86.0,432.0,8860.0,4200.0,21824.0,0.0,1628782010808.0,-71.28558972268593,44.063900471500595,0.9958,0.8265,0.7524000000000001,6.0,101,BART_034,9/8/2021
8,0.023217500000000002,0.027177499999999993,0.0535775,0.030037499999999995,0.37862750000000006,0.17116750000000003,0.06628250000000002,160.0,44187.0,4898.0,63.0,1835.0,9847.0,102.0,435.0,8855.0,4202.0,21824.0,0.0,1628782010808.0,-71.28597440306203,44.064162866431836,0.9958,0.8265,0.7524000000000001,6.0,101,BART_034,9/8/2021
9,0.01931250000000001,0.024675000000000002,0.053962500000000024,0.029927499999999996,0.382835,0.17169,0.06641999999999998,160.0,44197.0,4894.0,63.0,1837.0,9847.0,102.0,436.0,8858.0,4206.0,21824.0,0.0,1628782010808.0,-71.2856001120778,44.064170358490266,0.9958,0.8265,0.7524000000000001,6.0,101,BART_034,9/8/2021
10,0.019559999999999994,0.02453749999999999,0.05437500000000001,0.030037499999999995,0.3890225,0.17193750000000002,0.06619999999999998,160.0,44201.0,4892.0,63.0,1838.0,9848.0,102.0,436.0,8859.0,4208.0,21824.0,0.0,1628782010808.0,-71.28522582094861,44.06417784932354,0.9958,0.8265,0.7524000000000001,5.0,101,BART_034,9/8/2021
11,0.022474999999999995,0.0264075,0.056520000000000015,0.03130250000000001,0.40742000000000006,0.19168249999999998,0.07456000000000002,160.0,44173.0,4890.0,60.0,1838.0,9849.0,102.0,438.0,8852.0,4210.0,21824.0,0.0,1628782010808.0,-71.28598479429664,44.06443275333661,0.9958,0.8265,0.7524000000000001,6.0,101,BART_034,9/8/2021
12,0.019669999999999993,0.025115,0.05363249999999997,0.03058749999999999,0.36229249999999996,0.1676475,0.06729999999999997,160.0,44189.0,4888.0,60.0,1839.0,9845.0,102.0,438.0,8855.0,4212.0,21824.0,0.0,1628782010808.0,-71.28561050161463,44.064440245465185,0.9958,0.8265,0.7524000000000001,6.0,101,BART_034,9/8/2021
13,0.020907499999999996,0.025224999999999997,0.05635499999999999,0.030835,0.3851725,0.1785925,0.07005,160.0,44184.0,4886.0,60.0,1840.0,9847.0,102.0,438.0,8855.0,4214.0,21824.0,0.0,1628782010808.0,-71.28523620878765,44.06444773636859,0.9958,0.8265,0.7524000000000001,5.0,101,BART_034,9/8/2021
14,0.026957499999999995,0.025444999999999995,0.045520000000000005,0.025802500000000006,0.36573000000000006,0.15497,0.06312000000000001,96.0,42915.0,7938.0,132.0,760.0,9862.0,86.0,312.0,8585.0,1525.0,21824.0,0.0,1628004754319.0,-71.28558972268593,44.063900471500595,0.9952000000000001,0.8531000000000001,0.0,6.0,101,BART_034,9/8/2021
15,0.02767249999999999,0.027012499999999995,0.05091000000000001,0.02792,0.3928725,0.17169,0.07098500000000002,96.0,42889.0,7937.0,129.0,761.0,9855.0,102.0,315.0,8571.0,1526.0,21824.0,0.0,1628004754319.0,-71.28597440306203,44.064162866431836,0.9952000000000001,0.8531000000000001,0.0,6.0,101,BART_034,9/8/2021
16,0.027535000000000004,0.0266275,0.050277499999999975,0.027122499999999994,0.384265,0.165035,0.067355,96.0,42920.0,7934.0,129.0,761.0,9855.0,102.0,315.0,8582.0,1528.0,21824.0,0.0,1628004754319.0,-71.2856001120778,44.064170358490266,0.9952000000000001,0.8531000000000001,0.0,6.0,101,BART_034,9/8/2021
17,0.026682499999999998,0.025637500000000008,0.04997499999999999,0.027315000000000006,0.39465999999999996,0.1669875,0.067355,66.0,42949.0,7933.0,129.0,762.0,9855.0,102.0,315.0,8593.0,1529.0,21824.0,0.0,1628004754319.0,-71.28522582094861,44.06417784932354,0.9952000000000001,0.8531000000000001,0.0,5.0,101,BART_034,9/8/2021
18,0.02844250000000001,0.027782499999999988,0.0532475,0.028689999999999993,0.42117,0.18951,0.07752999999999999,96.0,42864.0,7932.0,126.0,762.0,9856.0,102.0,317.0,8563.0,1530.0,21824.0,0.0,1628004754319.0,-71.28598479429664,44.06443275333661,0.9952000000000001,0.8531000000000001,0.0,6.0,101,BART_034,9/8/2021
19,0.028524999999999995,0.027425000000000005,0.04873749999999999,0.028469999999999995,0.3686725,0.16244999999999998,0.067905,96.0,42902.0,7931.0,126.0,763.0,9853.0,102.0,317.0,8575.0,1531.0,21824.0,0.0,1628004754319.0,-71.28561050161463,44.064440245465185,0.9952000000000001,0.8531000000000001,0.0,6.0,101,BART_034,9/8/2021
20,0.028992500000000004,0.027177499999999993,0.05187249999999999,0.0294875,0.39130499999999996,0.169875,0.0695,96.0,42932.0,7930.0,126.0,763.0,9854.0,102.0,317.0,8586.0,1532.0,21824.0,0.0,1628004754319.0,-71.28523620878765,44.06444773636859,0.9952000000000001,0.8531000000000001,0.0,5.0,101,BART_034,9/8/2021
0,0.025499999999999995,0.025334999999999996,0.042825,0.023162500000000003,0.358415,0.15527249999999998,0.059599999999999986,96.0,43340.0,7791.0,884.0,822.0,9870.0,57.0,207.0,8767.0,1677.0,21824.0,0.0,1629132014178.0,-89.5401519235874,46.23297951627015,0.9894000000000001,0.7985,0.7222000000000001,5.0,102,UNDE_045,9/8/2021
1,0.0263525,0.027067499999999994,0.04375999999999999,0.024675000000000002,0.36141249999999997,0.15189000000000002,0.05877500000000002,96.0,43350.0,7791.0,882.0,822.0,9867.0,65.0,208.0,8769.0,1677.0,21824.0,0.0,1629132014178.0,-89.53976323503655,46.232988157138884,0.9894000000000001,0.7985,0.7222000000000001,5.0,102,UNDE_045,9/8/2021
2,0.02792,0.028304999999999997,0.04235749999999999,0.025087499999999985,0.35167750000000003,0.146665,0.05742750000000002,96.0,43375.0,7792.0,880.0,821.0,9866.0,65.0,208.0,8778.0,1676.0,21824.0,0.0,1629132014178.0,-89.53937454630757,46.23299679668741,0.9894000000000001,0.7985,0.7222000000000001,5.0,102,UNDE_045,9/8/2021
3,0.02495,0.025169999999999998,0.0417525,0.022887500000000005,0.32863250000000005,0.14386,0.05707000000000001,96.0,43326.0,7791.0,886.0,822.0,9867.0,69.0,208.0,8760.0,1677.0,21824.0,0.0,1629132014178.0,-89.54016437619588,46.23324924983506,0.9894000000000001,0.7985,0.7222000000000001,5.0,102,UNDE_045,9/8/2021
4,0.02459249999999999,0.02610499999999999,0.0415325,0.022474999999999995,0.34312499999999996,0.1403125,0.05613499999999999,96.0,43329.0,7791.0,884.0,822.0,9868.0,67.0,208.0,8762.0,1677.0,21824.0,0.0,1629132014178.0,-89.53977568574454,46.233257890784685,0.9894000000000001,0.7985,0.7222000000000001,5.0,102,UNDE_045,9/8/2021
5,0.0264075,0.0264625,0.04084499999999999,0.023217500000000002,0.3538225,0.1455375,0.056327499999999975,66.0,43356.0,7792.0,881.0,821.0,9868.0,67.0,208.0,8772.0,1676.0,21824.0,0.0,1629132014178.0,-89.53938699511508,46.233266530414085,0.9894000000000001,0.7985,0.7222000000000001,5.0,102,UNDE_045,9/8/2021
6,0.025499999999999995,0.026077500000000003,0.04081750000000001,0.023712499999999997,0.34312499999999996,0.14298,0.05467749999999999,96.0,43323.0,7791.0,886.0,822.0,9867.0,67.0,208.0,8759.0,1677.0,21824.0,0.0,1629132014178.0,-89.53978813663068,46.23352762441511,0.9894000000000001,0.7985,0.7222000000000001,5.0,102,UNDE_045,9/8/2021
7,0.025774999999999992,0.025774999999999992,0.039360000000000006,0.022227499999999983,0.34997249999999996,0.1435575,0.055694999999999995,96.0,43346.0,7791.0,883.0,822.0,9869.0,67.0,208.0,8768.0,1677.0,21824.0,0.0,1629132014178.0,-89.53939944410071,46.23353626412539,0.9894000000000001,0.7985,0.7222000000000001,5.0,102,UNDE_045,9/8/2021
0,0.013124999999999998,0.016122499999999984,0.033530000000000004,0.018515000000000004,0.2772075,0.10865999999999998,0.03606000000000001,160.0,46107.0,4150.0,18.0,2041.0,9864.0,107.0,617.0,9047.0,4704.0,21824.0,0.0,1628699139010.0,-87.80371467953695,32.53749316437432,0.9996,0.8905000000000001,0.0,5.0,103,DELA_053,9/8/2021
