,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_B10,ST_ATRAN,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,QA_PIXEL,QA_RADSAT,date,longitude,latitude,cosVZA,cosSZA,cosRAA,partition,ID,PLOT_ID,Date
2,0.022199999999999998,0.022035,0.04480500000000001,0.025719999999999993,0.34296,0.1462525,0.05915999999999999,66.0,42186.0,7822.0,906.0,784.0,9851.0,102.0,213.0,8283.0,1593.0,21824.0,0.0,1441380739387.0,-71.2856001120778,44.064170358490266,0.9953000000000001,0.7648,0.0,6.0,52,BART_034,9/9/2015
3,0.0233275,0.022832500000000006,0.04565749999999999,0.026682499999999998,0.35066,0.1500475,0.06014999999999998,96.0,42180.0,7821.0,908.0,784.0,9852.0,102.0,213.0,8281.0,1594.0,21824.0,0.0,1441380739387.0,-71.28522582094861,44.06417784932354,0.9953000000000001,0.7648,0.0,5.0,52,BART_034,9/9/2015
4,0.022612500000000008,0.022584999999999994,0.04598749999999999,0.027315000000000006,0.3751075,0.169105,0.06884000000000001,96.0,42177.0,7820.0,907.0,784.0,9854.0,102.0,213.0,8281.0,1595.0,21824.0,0.0,1441380739387.0,-71.28598479429664,44.06443275333661,0.9953000000000001,0.7648,0.0,6.0,52,BART_034,9/9/2015
5,0.02156749999999999,0.02209,0.0446125,0.02593999999999999,0.34837750000000006,0.15332,0.06202000000000002,96.0,42176.0,7819.0,909.0,785.0,9852.0,102.0,213.0,8280.0,1596.0,21824.0,0.0,1441380739387.0,-71.28561050161463,44.064440245465185,0.9953000000000001,0.7648,0.0,6.0,52,BART_034,9/9/2015
6,0.0233825,0.022777500000000006,0.04574,0.026709999999999984,0.35164999999999996,0.15246749999999998,0.06169000000000002,96.0,42165.0,7818.0,910.0,785.0,9852.0,102.0,213.0,8276.0,1596.0,21824.0,0.0,1441380739387.0,-71.28523620878765,44.06444773636859,0.9953000000000001,0.7648,0.0,5.0,52,BART_034,9/9/2015
0,0.025334999999999996,0.02593999999999999,0.04862749999999999,0.033310000000000006,0.35580249999999997,0.170645,0.07425749999999998,66.0,42161.0,7812.0,914.0,787.0,9849.0,102.0,213.0,8272.0,1601.0,21824.0,0.0,1441380739387.0,-71.2856312811232,44.06498001937077,0.9953000000000001,0.7648,0.0,5.0,53,BART_041,9/9/2015
1,0.022584999999999994,0.022942500000000005,0.042082499999999995,0.02470249999999999,0.357755,0.14639000000000002,0.057510000000000006,96.0,42148.0,7810.0,915.0,788.0,9854.0,109.0,214.0,8271.0,1603.0,21824.0,0.0,1441380739387.0,-71.28601596887044,44.06524241396242,0.9953000000000001,0.7648,0.0,5.0,53,BART_041,9/9/2015
2,0.02239250000000001,0.022309999999999997,0.040872500000000006,0.0236025,0.3668025,0.152715,0.060645000000000004,96.0,42133.0,7809.0,916.0,788.0,9854.0,89.0,210.0,8265.0,1604.0,21824.0,0.0,1441380739387.0,-71.28564167109495,44.06524990630144,0.9953000000000001,0.7648,0.0,5.0,53,BART_041,9/9/2015
3,0.02307999999999999,0.02285999999999999,0.04367750000000001,0.02593999999999999,0.37521750000000004,0.16531,0.06741000000000003,96.0,42122.0,7808.0,918.0,789.0,9853.0,89.0,210.0,8260.0,1605.0,21824.0,0.0,1441380739387.0,-71.28526737317448,44.06525739741526,0.9953000000000001,0.7648,0.0,6.0,53,BART_041,9/9/2015
4,0.023519999999999985,0.022832500000000006,0.0415875,0.024730000000000002,0.36163249999999997,0.14974500000000002,0.05904999999999999,96.0,42121.0,7808.0,918.0,789.0,9854.0,109.0,214.0,8261.0,1605.0,21824.0,0.0,1441380739387.0,-71.28602636068506,44.065512300808194,0.9953000000000001,0.7648,0.0,5.0,53,BART_041,9/9/2015
5,0.0235475,0.022584999999999994,0.0413125,0.02506,0.3644375,0.15497,0.061195,96.0,42115.0,7806.0,919.0,790.0,9852.0,89.0,210.0,8258.0,1607.0,21824.0,0.0,1441380739387.0,-71.28565206121168,44.06551979321736,0.9953000000000001,0.7648,0.0,5.0,53,BART_041,9/9/2015
6,0.022694999999999993,0.022364999999999996,0.04189000000000001,0.024867499999999987,0.3702675,0.15917750000000003,0.06361499999999998,96.0,42109.0,7805.0,921.0,790.0,9853.0,89.0,210.0,8256.0,1607.0,21824.0,0.0,1441380739387.0,-71.28527776159332,44.06552728440132,0.9953000000000001,0.7648,0.0,6.0,53,BART_041,9/9/2015
0,0.07260749999999999,0.0865225,0.11982500000000001,0.15122999999999998,0.21981499999999998,0.32161999999999996,0.2711025,96.0,50513.0,9197.0,2210.0,304.0,9737.0,89.0,175.0,12192.0,556.0,21824.0,0.0,1441908856389.0,-112.45511584012552,40.176568950396224,0.9899,0.7781,0.0,10.0,54,ONAQ_051,9/9/2015
1,0.07032499999999997,0.08429500000000001,0.11545250000000001,0.14617000000000002,0.216515,0.32316000000000006,0.269425,96.0,50580.0,9198.0,2207.0,304.0,9737.0,89.0,176.0,12227.0,555.0,21824.0,0.0,1441908856389.0,-112.45547386346114,40.17683472025725,0.9899,0.7781,0.0,10.0,54,ONAQ_051,9/9/2015
2,0.07032499999999997,0.08379999999999999,0.11636000000000002,0.14710499999999999,0.216735,0.32533249999999997,0.27234,96.0,50634.0,9198.0,2207.0,304.0,9737.0,89.0,176.0,12255.0,555.0,21824.0,0.0,1441908856389.0,-112.45512161283271,40.176839148852864,0.9899,0.7781,0.0,10.0,54,ONAQ_051,9/9/2015
3,0.06688749999999999,0.08044499999999999,0.11064000000000002,0.1397625,0.20634000000000002,0.31353499999999995,0.260295,66.0,50707.0,9197.0,2206.0,304.0,9717.0,95.0,178.0,12270.0,556.0,21824.0,0.0,1441908856389.0,-112.45476936212624,40.17684357637717,0.9899,0.7781,0.0,10.0,54,ONAQ_051,9/9/2015
4,0.06897750000000002,0.08418500000000001,0.11360999999999999,0.1433375,0.2139025,0.32533249999999997,0.269315,96.0,50678.0,9198.0,2204.0,304.0,9737.0,89.0,176.0,12278.0,555.0,21824.0,0.0,1441908856389.0,-112.45547963764261,40.177104918658465,0.9899,0.7781,0.0,8.0,54,ONAQ_051,9/9/2015
5,0.06479750000000001,0.07860250000000002,0.10692750000000001,0.13511499999999999,0.204965,0.316065,0.260295,96.0,50716.0,9198.0,2204.0,304.0,9737.0,89.0,176.0,12297.0,555.0,21824.0,0.0,1441908856389.0,-112.45512738561793,40.17710934729617,0.9899,0.7781,0.0,10.0,54,ONAQ_051,9/9/2015
6,0.06718999999999997,0.08105000000000001,0.11141000000000001,0.14124750000000003,0.20983249999999998,0.31631250000000005,0.2598275,96.0,50763.0,9197.0,2203.0,304.0,9717.0,95.0,178.0,12298.0,556.0,21824.0,0.0,1441908856389.0,-112.45477513351521,40.17711377486256,0.9899,0.7781,0.0,10.0,54,ONAQ_051,9/9/2015
0,0.031439999999999996,0.040185,0.06364249999999999,0.06889499999999998,0.250505,0.24745250000000002,0.1395425,130.0,46645.0,4124.0,177.0,2007.0,9811.0,134.0,379.0,9016.0,4606.0,21824.0,0.0,1441814094060.0,-81.99651676548586,29.69161580532515,0.9892000000000001,0.8443,0.8257,6.0,55,OSBS_025,9/9/2015
1,0.02901999999999999,0.037654999999999994,0.06694250000000002,0.06666749999999999,0.254025,0.23672749999999998,0.133025,160.0,46610.0,4124.0,174.0,2007.0,9813.0,134.0,381.0,9009.0,4606.0,21824.0,0.0,1441814094060.0,-81.99620671736761,29.691618137380342,0.9893000000000001,0.8443,0.8257,6.0,55,OSBS_025,9/9/2015
2,0.025224999999999997,0.032952499999999996,0.05803249999999999,0.057152499999999995,0.24690250000000002,0.2057075,0.11163000000000001,160.0,46579.0,4124.0,180.0,2007.0,9818.0,134.0,377.0,9005.0,4606.0,21824.0,0.0,1441814094060.0,-81.99682948577009,29.69188418238691,0.9892000000000001,0.8443,0.8257,6.0,55,OSBS_025,9/9/2015
3,0.032759999999999984,0.041037500000000005,0.06741000000000003,0.0680425,0.25331,0.2364525,0.13230999999999998,160.0,46572.0,4124.0,178.0,2007.0,9812.0,134.0,379.0,9001.0,4606.0,21824.0,0.0,1441814094060.0,-81.9965194368575,29.69188651519304,0.9892000000000001,0.8443,0.8257,6.0,55,OSBS_025,9/9/2015
4,0.027370000000000005,0.03669249999999999,0.06655749999999999,0.06463249999999998,0.2480575,0.22699249999999999,0.13352000000000003,160.0,46520.0,4124.0,175.0,2007.0,9813.0,134.0,381.0,8990.0,4606.0,21824.0,0.0,1441814094060.0,-81.99620938790845,29.691888847273706,0.9892000000000001,0.8443,0.8257,6.0,55,OSBS_025,9/9/2015
5,0.03168750000000001,0.039965,0.06721749999999999,0.0662275,0.247865,0.21978750000000002,0.12945,160.0,46484.0,4124.0,178.0,2007.0,9812.0,134.0,379.0,8982.0,4606.0,21824.0,0.0,1441814094060.0,-81.99652210826558,29.69215722504965,0.9892000000000001,0.8443,0.8257,6.0,55,OSBS_025,9/9/2015
6,0.02803,0.036445000000000005,0.06452249999999998,0.06160749999999998,0.2504225,0.20284750000000001,0.11503999999999998,160.0,46418.0,4124.0,175.0,2007.0,9816.0,134.0,380.0,8970.0,4606.0,21824.0,0.0,1441814094060.0,-81.99621205848571,29.6921595571558,0.9892000000000001,0.8443,0.8257,6.0,55,OSBS_025,9/9/2015
7,0.029239999999999988,0.03814999999999999,0.062102500000000005,0.06721749999999999,0.25012,0.2471775,0.13789249999999997,160.0,46645.0,4124.0,177.0,2007.0,9810.0,134.0,379.0,9016.0,4606.0,21824.0,0.0,1441814117960.0,-81.99651676548586,29.69161580532515,0.9892000000000001,0.8443,0.8258000000000001,6.0,55,OSBS_025,9/9/2015
8,0.024922499999999986,0.03443750000000001,0.06498999999999999,0.06474249999999998,0.253805,0.235765,0.1309075,160.0,46615.0,4124.0,174.0,2007.0,9813.0,134.0,381.0,9010.0,4606.0,21824.0,0.0,1441814117960.0,-81.99620671736761,29.691618137380342,0.9893000000000001,0.8443,0.8258000000000001,6.0,55,OSBS_025,9/9/2015
9,0.024977499999999986,0.03209999999999999,0.0567125,0.05555749999999998,0.24635250000000003,0.20568000000000003,0.11014499999999999,130.0,46583.0,4124.0,181.0,2007.0,9818.0,134.0,377.0,9005.0,4606.0,21824.0,0.0,1441814117960.0,-81.99682948577009,29.69188418238691,0.9892000000000001,0.8443,0.8258000000000001,6.0,55,OSBS_025,9/9/2015
10,0.0296525,0.03809499999999999,0.0651275,0.06575999999999999,0.2526775,0.23670000000000002,0.13096249999999998,160.0,46573.0,4124.0,178.0,2007.0,9812.0,134.0,379.0,9001.0,4606.0,21824.0,0.0,1441814117960.0,-81.9965194368575,29.69188651519304,0.9892000000000001,0.8443,0.8258000000000001,6.0,55,OSBS_025,9/9/2015
11,0.021265000000000006,0.031852500000000006,0.064,0.06215749999999998,0.24745250000000002,0.22605750000000002,0.13208999999999999,160.0,46527.0,4124.0,175.0,2007.0,9813.0,134.0,381.0,8992.0,4606.0,21824.0,0.0,1441814117960.0,-81.99620938790845,29.691888847273706,0.9892000000000001,0.8443,0.8258000000000001,6.0,55,OSBS_025,9/9/2015
12,0.029349999999999987,0.037847500000000006,0.06564999999999999,0.06449500000000002,0.247425,0.21910000000000002,0.127745,160.0,46484.0,4124.0,178.0,2007.0,9812.0,134.0,379.0,8982.0,4606.0,21824.0,0.0,1441814117960.0,-81.99652210826558,29.69215722504965,0.9892000000000001,0.8443,0.8258000000000001,6.0,55,OSBS_025,9/9/2015
13,0.024097499999999994,0.033475000000000005,0.06292750000000003,0.06003999999999998,0.25012,0.20249,0.11355500000000002,160.0,46418.0,4124.0,175.0,2007.0,9816.0,134.0,380.0,8970.0,4606.0,21824.0,0.0,1441814117960.0,-81.99621205848571,29.6921595571558,0.9892000000000001,0.8443,0.8258000000000001,6.0,55,OSBS_025,9/9/2015
0,0.047774999999999984,0.057977500000000015,0.07687,0.10054750000000001,0.17845499999999997,0.312105,0.2154975,96.0,48641.0,7865.0,1154.0,781.0,9739.0,136.0,216.0,10708.0,1553.0,21824.0,0.0,1442425034545.0,-104.7480247325457,40.8170613290421,0.9962000000000001,0.7432000000000001,0.6428,10.0,56,CPER_062,9/9/2015
1,0.0446125,0.05297249999999998,0.0683725,0.08927249999999998,0.16016750000000002,0.28928,0.20108750000000003,96.0,48662.0,7864.0,1157.0,781.0,9718.0,131.0,215.0,10699.0,1554.0,21824.0,0.0,1442425034545.0,-104.74766900604156,40.817060551618134,0.9962000000000001,0.7432000000000001,0.6428,10.0,56,CPER_062,9/9/2015
2,0.04934250000000001,0.059655000000000014,0.07884999999999998,0.10379250000000001,0.18428499999999998,0.31304000000000004,0.2178075,96.0,48603.0,7865.0,1153.0,781.0,9739.0,136.0,216.0,10692.0,1553.0,21824.0,0.0,1442425034545.0,-104.74802370995961,40.81733158219198,0.9962000000000001,0.7432000000000001,0.6428,10.0,56,CPER_062,9/9/2015
3,0.043952500000000005,0.05217499999999997,0.07002249999999999,0.09105999999999997,0.162285,0.2832575,0.19572499999999998,96.0,48624.0,7863.0,1155.0,781.0,9718.0,131.0,215.0,10683.0,1554.0,21824.0,0.0,1442425034545.0,-104.74766798201185,40.81733080476066,0.9962000000000001,0.7432000000000001,0.6428,10.0,56,CPER_062,9/9/2015
4,0.04205500000000001,0.051460000000000006,0.06727250000000001,0.08721000000000001,0.1565375,0.27993,0.1954225,66.0,48600.0,7863.0,1157.0,781.0,9718.0,131.0,215.0,10673.0,1554.0,21824.0,0.0,1442425034545.0,-104.74731225407803,40.81733002623259,0.9962000000000001,0.7432000000000001,0.6428,10.0,56,CPER_062,9/9/2015
5,0.048077499999999995,0.05874750000000001,0.07937250000000001,0.10315999999999997,0.18291000000000002,0.3070725,0.21173000000000003,96.0,48573.0,7865.0,1151.0,781.0,9739.0,136.0,216.0,10679.0,1553.0,21824.0,0.0,1442425034545.0,-104.74802268735962,40.81760183532914,0.9962000000000001,0.7432000000000001,0.6428,10.0,56,CPER_062,9/9/2015
6,0.043897500000000006,0.05198249999999999,0.06886750000000003,0.09017999999999998,0.1613775,0.276685,0.18975750000000002,96.0,48592.0,7863.0,1153.0,781.0,9718.0,131.0,215.0,10669.0,1555.0,21824.0,0.0,1442425034545.0,-104.74766695796825,40.81760105789046,0.9962000000000001,0.7432000000000001,0.6428,10.0,56,CPER_062,9/9/2015
7,0.05723499999999998,0.06570500000000001,0.08503749999999999,0.10610249999999999,0.19591750000000002,0.3135625,0.213215,96.0,47951.0,7069.0,112.0,998.0,9739.0,136.0,342.0,10018.0,2045.0,21824.0,0.0,1441647776550.0,-104.7480247325457,40.8170613290421,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
8,0.05299999999999999,0.05888500000000002,0.08184750000000002,0.10041,0.17958249999999998,0.29555,0.2022425,96.0,47954.0,7068.0,109.0,999.0,9718.0,131.0,343.0,10003.0,2046.0,21824.0,0.0,1441647776550.0,-104.74766900604156,40.817060551618134,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
9,0.05586000000000002,0.06710749999999999,0.085065,0.1083575,0.20007000000000003,0.31551500000000005,0.2148925,96.0,47938.0,7069.0,112.0,998.0,9739.0,136.0,342.0,10013.0,2045.0,21824.0,0.0,1441647776550.0,-104.74802370995961,40.81733158219198,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
10,0.05261500000000002,0.06009500000000001,0.08044499999999999,0.10010750000000002,0.18090250000000002,0.29475250000000003,0.19885999999999998,96.0,47918.0,7067.0,109.0,999.0,9718.0,131.0,343.0,9990.0,2047.0,21824.0,0.0,1441647776550.0,-104.74766798201185,40.81733080476066,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
11,0.051734999999999975,0.05803249999999999,0.07769500000000001,0.09554249999999997,0.17405500000000002,0.2819925,0.19413000000000002,66.0,47855.0,7067.0,106.0,999.0,9718.0,131.0,345.0,9966.0,2047.0,21824.0,0.0,1441647776550.0,-104.74731225407803,40.81733002623259,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
12,0.053412499999999974,0.06507249999999998,0.08533999999999997,0.10679,0.19666,0.31260000000000004,0.211565,96.0,47907.0,7069.0,111.0,998.0,9739.0,136.0,342.0,10002.0,2045.0,21824.0,0.0,1441647776550.0,-104.74802268735962,40.81760183532914,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
13,0.05049749999999997,0.0597375,0.0782175,0.09719250000000001,0.17944500000000002,0.282185,0.1897025,96.0,47875.0,7067.0,108.0,999.0,9718.0,131.0,343.0,9974.0,2047.0,21824.0,0.0,1441647776550.0,-104.74766695796825,40.81760105789046,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
14,0.06102999999999997,0.06729999999999997,0.08470749999999999,0.10464499999999999,0.1955325,0.312105,0.21117999999999998,96.0,47951.0,7069.0,162.0,998.0,9739.0,136.0,316.0,10018.0,2045.0,21824.0,0.0,1441647800436.0,-104.7480247325457,40.8170613290421,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
15,0.05775750000000002,0.061002500000000015,0.08151750000000002,0.09870499999999999,0.1787575,0.29431250000000003,0.20040000000000002,96.0,47953.0,7068.0,159.0,999.0,9718.0,131.0,316.0,10003.0,2046.0,21824.0,0.0,1441647800436.0,-104.74766900604156,40.817060551618134,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
16,0.05852750000000001,0.0680425,0.084735,0.10706500000000002,0.1997675,0.31414000000000003,0.21294000000000002,160.0,47936.0,7069.0,160.0,998.0,9739.0,136.0,317.0,10012.0,2045.0,21824.0,0.0,1441647800436.0,-104.74802370995961,40.81733158219198,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
17,0.055804999999999993,0.06113999999999997,0.07995000000000002,0.09843000000000002,0.180325,0.2934875,0.19704500000000003,160.0,47918.0,7067.0,157.0,999.0,9718.0,131.0,317.0,9990.0,2047.0,21824.0,0.0,1441647800436.0,-104.74766798201185,40.81733080476066,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
18,0.052669999999999995,0.05707000000000001,0.07582499999999998,0.09265499999999999,0.17279,0.28048,0.1921775,160.0,47851.0,7067.0,155.0,999.0,9718.0,131.0,319.0,9965.0,2047.0,21824.0,0.0,1441647800436.0,-104.74731225407803,40.81733002623259,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
19,0.05137750000000002,0.06306499999999998,0.08421250000000002,0.10514000000000001,0.1964125,0.31141749999999996,0.20961249999999998,160.0,47905.0,7069.0,159.0,998.0,9739.0,136.0,318.0,10001.0,2045.0,21824.0,0.0,1441647800436.0,-104.74802268735962,40.81760183532914,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
20,0.048435000000000006,0.05759249999999999,0.07703500000000002,0.09540500000000002,0.17906,0.2808925,0.187915,130.0,47875.0,7067.0,156.0,999.0,9718.0,131.0,318.0,9974.0,2047.0,21824.0,0.0,1441647800436.0,-104.74766695796825,40.81760105789046,0.9938,0.7821,0.0,10.0,56,CPER_062,9/9/2015
0,0.06820749999999998,0.08253500000000003,0.11281249999999998,0.14116499999999998,0.20925500000000002,0.3071,0.2525675,96.0,50342.0,9198.0,2211.0,304.0,9737.0,80.0,172.0,12104.0,555.0,21824.0,0.0,1441908856389.0,-112.45617258758794,40.1765556615218,0.9899,0.7781,0.0,10.0,57,ONAQ_069,9/9/2015
1,0.06416499999999997,0.07774999999999999,0.10618499999999997,0.132365,0.2000425,0.2997575,0.24547249999999998,96.0,50369.0,9199.0,2208.0,303.0,9737.0,80.0,172.0,12119.0,554.0,21824.0,0.0,1441908856389.0,-112.45653061487805,40.17682142804262,0.9899,0.7781,0.0,10.0,57,ONAQ_069,9/9/2015
2,0.06771250000000001,0.08168249999999999,0.1112725,0.1397625,0.20961249999999998,0.3094925,0.25364000000000003,96.0,50447.0,9198.0,2208.0,304.0,9737.0,80.0,172.0,12159.0,555.0,21824.0,0.0,1441908856389.0,-112.45617836448383,40.17682585985213,0.9899,0.7781,0.0,10.0,57,ONAQ_069,9/9/2015
3,0.0692525,0.0836075,0.11506749999999999,0.145235,0.21602,0.31744,0.2618625,66.0,50510.0,9198.0,2207.0,304.0,9737.0,89.0,175.0,12191.0,555.0,21824.0,0.0,1441908856389.0,-112.45582611401153,40.17683029059034,0.9899,0.7781,0.0,10.0,57,ONAQ_069,9/9/2015
4,0.067465,0.08220499999999997,0.11286750000000001,0.14212750000000002,0.2098875,0.31114250000000004,0.2571325,96.0,50453.0,9199.0,2205.0,303.0,9737.0,80.0,173.0,12162.0,554.0,21824.0,0.0,1441908856389.0,-112.45653639324829,40.177091626317505,0.9899,0.778,0.0,10.0,57,ONAQ_069,9/9/2015
5,0.06597999999999998,0.07931749999999999,0.10876999999999998,0.13775500000000002,0.20579000000000003,0.31114250000000004,0.2538325,96.0,50545.0,9199.0,2205.0,304.0,9737.0,80.0,173.0,12209.0,555.0,21824.0,0.0,1441908856389.0,-112.45618414145781,40.177096058169134,0.9899,0.7781,0.0,10.0,57,ONAQ_069,9/9/2015
6,0.06694250000000002,0.08193,0.11229,0.14223750000000002,0.21376499999999998,0.3191725,0.260845,96.0,50618.0,9198.0,2204.0,304.0,9737.0,89.0,176.0,12247.0,555.0,21824.0,0.0,1441908856389.0,-112.45583188958925,40.17710048894945,0.9899,0.7781,0.0,8.0,57,ONAQ_069,9/9/2015
0,0.024235000000000007,0.031439999999999996,0.05748249999999999,0.05575000000000002,0.2544375,0.21453500000000003,0.11146499999999998,160.0,46482.0,4125.0,184.0,2007.0,9844.0,78.0,370.0,8994.0,4606.0,21824.0,0.0,1441814094060.0,-81.99773288698267,29.689170081448736,0.9892000000000001,0.8443,0.8258000000000001,6.0,58,OSBS_030,9/9/2015
1,0.024867499999999987,0.03111,0.057894999999999974,0.056052500000000005,0.2535025,0.213325,0.1111625,130.0,46498.0,4125.0,181.0,2007.0,9845.0,78.0,371.0,8997.0,4606.0,21824.0,0.0,1441814094060.0,-81.99742284648713,29.689172416176138,0.9892000000000001,0.8443,0.8258000000000001,6.0,58,OSBS_030,9/9/2015
2,0.02396000000000001,0.03069749999999999,0.05839,0.05286249999999998,0.2627425,0.2165975,0.11355500000000002,160.0,46498.0,4124.0,187.0,2007.0,9829.0,65.0,367.0,8992.0,4606.0,21824.0,0.0,1441814094060.0,-81.99804560263883,29.68943845583796,0.9892000000000001,0.8443,0.8258000000000001,6.0,58,OSBS_030,9/9/2015
3,0.030120000000000008,0.03781999999999999,0.06350499999999998,0.0651275,0.2626875,0.22327999999999998,0.11614000000000002,160.0,46490.0,4125.0,184.0,2007.0,9841.0,78.0,369.0,8994.0,4606.0,21824.0,0.0,1441814094060.0,-81.99773556134906,29.68944079131625,0.9892000000000001,0.8443,0.8258000000000001,6.0,58,OSBS_030,9/9/2015
4,0.027782499999999988,0.03512499999999999,0.06356,0.05852750000000001,0.260625,0.20700000000000002,0.11388500000000001,160.0,46488.0,4125.0,181.0,2007.0,9845.0,78.0,371.0,8995.0,4606.0,21824.0,0.0,1441814094060.0,-81.9974255200228,29.68944312606916,0.9892000000000001,0.8443,0.8258000000000001,6.0,58,OSBS_030,9/9/2015
5,0.02984500000000001,0.03683,0.06466,0.06389,0.2616425,0.2332075,0.128185,160.0,46491.0,4124.0,185.0,2007.0,9842.0,78.0,369.0,8995.0,4606.0,21824.0,0.0,1441814094060.0,-81.99773823575195,29.689711501172468,0.9892000000000001,0.8443,0.8258000000000001,6.0,58,OSBS_030,9/9/2015
6,0.029982499999999995,0.03757250000000001,0.066805,0.06947249999999999,0.26288,0.241155,0.12906499999999999,160.0,46488.0,4125.0,182.0,2007.0,9840.0,78.0,371.0,8994.0,4606.0,21824.0,0.0,1441814094060.0,-81.99742819359497,29.689713835950887,0.9892000000000001,0.8443,0.8258000000000001,6.0,58,OSBS_030,9/9/2015
7,0.019669999999999993,0.028827500000000006,0.05720750000000002,0.05610749999999998,0.25397000000000003,0.2147825,0.11036499999999999,160.0,46480.0,4125.0,184.0,2007.0,9844.0,78.0,369.0,8993.0,4606.0,21824.0,0.0,1441814117960.0,-81.99773288698267,29.689170081448736,0.9892000000000001,0.8443,0.8259000000000001,6.0,58,OSBS_030,9/9/2015
8,0.019752500000000006,0.027067499999999994,0.05555749999999998,0.05382500000000001,0.25287,0.21250000000000002,0.10945749999999999,160.0,46498.0,4125.0,181.0,2007.0,9845.0,78.0,371.0,8997.0,4606.0,21824.0,0.0,1441814117960.0,-81.99742284648713,29.689172416176138,0.9892000000000001,0.8443,0.8259000000000001,6.0,58,OSBS_030,9/9/2015
9,0.019202499999999983,0.028634999999999994,0.059352499999999975,0.054925,0.2627975,0.217065,0.11256500000000003,160.0,46500.0,4124.0,188.0,2007.0,9829.0,65.0,366.0,8992.0,4606.0,21824.0,0.0,1441814117960.0,-81.99804560263883,29.68943845583796,0.9892000000000001,0.8443,0.8259000000000001,6.0,58,OSBS_030,9/9/2015
10,0.022722500000000007,0.033695,0.06312000000000001,0.06562249999999997,0.2624675,0.22314250000000002,0.11470999999999998,130.0,46490.0,4125.0,185.0,2007.0,9841.0,78.0,369.0,8994.0,4606.0,21824.0,0.0,1441814117960.0,-81.99773556134906,29.68944079131625,0.9892000000000001,0.8443,0.8259000000000001,6.0,58,OSBS_030,9/9/2015
11,0.020384999999999986,0.029294999999999988,0.06047999999999998,0.05539250000000001,0.2599925,0.2067525,0.11242750000000001,160.0,46488.0,4125.0,182.0,2007.0,9845.0,78.0,371.0,8995.0,4606.0,21824.0,0.0,1441814117960.0,-81.9974255200228,29.68944312606916,0.9892000000000001,0.8443,0.8259000000000001,6.0,58,OSBS_030,9/9/2015
12,0.024510000000000004,0.03366749999999999,0.06419249999999999,0.06389,0.261505,0.23359249999999998,0.12691999999999998,160.0,46491.0,4124.0,185.0,2007.0,9842.0,78.0,369.0,8995.0,4606.0,21824.0,0.0,1441814117960.0,-81.99773823575195,29.689711501172468,0.9892000000000001,0.8443,0.8259000000000001,6.0,58,OSBS_030,9/9/2015
13,0.02401500000000001,0.03298000000000001,0.06422,0.067245,0.2623575,0.23956,0.126755,160.0,46490.0,4125.0,182.0,2007.0,9840.0,78.0,371.0,8994.0,4606.0,21824.0,0.0,1441814117960.0,-81.99742819359497,29.689713835950887,0.9892000000000001,0.8443,0.8259000000000001,6.0,58,OSBS_030,9/9/2015
0,0.022254999999999997,0.0293775,0.06180000000000002,0.048490000000000005,0.36017499999999997,0.2042775,0.09617500000000001,96.0,45489.0,7282.0,989.0,1060.0,9848.0,85.0,213.0,9615.0,2241.0,21824.0,0.0,1659633804289.0,-99.111089688229,47.16260448355673,0.9991000000000001,0.8272,0.9450000000000001,8.0,64,DCFS_090,9/8/2022
1,0.021787499999999987,0.0294325,0.058555000000000024,0.04738999999999999,0.323545,0.19996000000000003,0.09510249999999998,96.0,45401.0,7280.0,988.0,1061.0,9847.0,78.0,212.0,9582.0,2243.0,21824.0,0.0,1659633804289.0,-99.1106938824982,47.162604866682834,0.9991000000000001,0.8272,0.9452,8.0,64,DCFS_090,9/8/2022
2,0.017717499999999997,0.024785,0.06124999999999997,0.03960749999999999,0.405495,0.19523000000000001,0.08861249999999998,96.0,45284.0,7276.0,987.0,1063.0,9862.0,78.0,212.0,9550.0,2247.0,21824.0,0.0,1659633804289.0,-99.11029807675925,47.16260524844145,0.9991000000000001,0.8272,0.9453,10.0,64,DCFS_090,9/8/2022
3,0.023354999999999987,0.031494999999999995,0.06270749999999997,0.053302499999999975,0.3317125,0.21731250000000002,0.10626750000000001,96.0,45538.0,7282.0,992.0,1060.0,9840.0,85.0,213.0,9627.0,2241.0,21824.0,0.0,1659633804289.0,-99.11109025097244,47.1628744382599,0.9991000000000001,0.8272,0.9450000000000001,8.0,64,DCFS_090,9/8/2022
